POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,Engagement_Score,Family_Score,Profit_Margin,Revenue_Per_Customer,Marketing_ROI,POI_Category,Price_Tier,Digital_Adoption,Season_Category,Cluster,High_Performer
POI_02664,COMP_0017,TUI Group,Spain,Tour Operator,2020,2158815,1762290,9.4,268486.26,59033.95,4.3,4.9,5.5,0.33,0.72,131.27,327520.21,7.5,Excellent staff and well-maintained property throughout,Expedia,Maldives Adventure Park,Maldives,Island,3.20973,73.177752,Adventure Park,Winter Season,5.6,72,Yes,4.9,10954.2,7.3,6.0,24 Hours,5.5,467.5,4.0,Solo,1,46-55,Australia,6.3,6.2,546.27,3.5,Train,90 mins,6.0,7.23,5.55,0.78,0.12,4.55,Nature/Adventure,Luxury,Low,Winter,1.0,0
POI_02665,COMP_0006,Wyndham Hotels,Singapore,Cruise Line,2024,1839061,1468427,8.5,436825.16,89715.99,8.2,6.4,8.3,0.44,0.61,1945.59,526541.15,7.6,Exceeded expectations in every possible way,Booking.com,Tokyo Nature Park,Japan,Urban,35.666232,139.666306,Nature Park,Winter Season,5.2,107,No,8.0,813.4,6.5,5.2,9:00 AM - 19:00 PM,5.6,473.13,8.3,Solo,1,46-55,Australia,8.1,8.8,574.58,5.5,Car,240 mins,8.0,8.2,5.4,0.795,0.24,4.87,Nature/Adventure,Luxury,Low,Winter,1.0,0
POI_02666,COMP_0025,Disney Cruise Line,Indonesia,Cruise Line,2023,5963582,4731611,8.5,250387.19,34913.72,5.0,6.9,6.0,0.4,0.54,117.32,285300.91,8.2,Facility could use some updates and maintenance,Airbnb,Singapore Art Gallery,Singapore,Urban,1.380664,103.808189,Art Gallery,April-June,5.0,75,Yes,7.1,7194.6,3.8,5.5,9:00 AM - 22:00 PM,6.8,237.55,5.9,Friends,5,46-55,United Kingdom,7.9,8.2,311.31,6.6,Car,30 mins,8.2,8.2,5.9,0.861,0.04,7.17,Urban/Entertainment,Mid-Range,Low,Spring/Fall,0.0,0
POI_02667,COMP_0020,Intrepid Travel,Turkey,Cruise Line,2020,4887085,4073669,7.6,393471.43,67428.8,5.5,6.5,5.6,0.49,0.63,506.54,460900.23,5.2,Good value for money with comfortable accommodations,Booking.com,Istanbul Scenic Viewpoint,Turkey,Historical,41.017746,28.948326,Scenic Viewpoint,Summer Season,5.7,29,Yes,4.2,2255.5,7.8,6.8,9:00 AM - 20:00 PM,4.3,428.22,5.1,Solo,1,18-25,United Kingdom,7.3,7.1,326.24,5.4,Train,48 hours,7.5,7.47,5.0,0.829,0.08,5.84,Urban/Entertainment,Luxury,Low,Summer,1.0,0
POI_02668,COMP_0021,Carnival Corporation,Singapore,Tour Operator,2024,7245732,6349643,7.2,62968.27,12315.76,4.3,4.9,5.8,0.34,0.61,378.21,75284.03,6.4,Beautiful setting with convenient location access,Direct Website,Phuket Beach Resort,Thailand,Coastal,7.858785,98.370823,Beach Resort,Year-Round,4.7,47,Yes,3.7,5455.6,3.5,4.2,24 Hours,5.9,282.38,5.1,Friends,3,56-65,United States,6.2,6.2,567.33,3.6,Bus,30 mins,6.8,6.73,5.3,0.804,0.01,5.11,Beach/Island,Mid-Range,Low,Year-Round,1.0,0
POI_02669,COMP_0030,Insight Vacations,Thailand,Hotel Chain,2023,60027,48122,7.1,150817.84,28101.85,4.4,5.8,4.4,0.45,0.63,640.54,178919.69,6.0,Peaceful atmosphere perfect for relaxation and unwinding,Booking.com,Barcelona Shopping District,Spain,Coastal,41.34554,2.203235,Beach Resort,Summer Season,6.6,96,Yes,8.0,8444.3,7.8,6.5,10:00 AM - 20:00 PM,8.5,380.6,7.1,Family,4,46-55,United Kingdom,9.4,8.7,106.26,5.7,Cruise,60 mins,9.5,8.67,7.55,0.814,2.51,5.37,Beach/Island,Luxury,Low,Summer,0.0,1
POI_02670,COMP_0011,NH Hotel Group,United States,Cruise Line,2021,1092410,946444,9.4,448680.1,103214.99,3.1,8.6,8.9,0.34,0.7,788.79,551895.09,7.2,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor,Maldives Archaeological Site,Maldives,Island,3.20756,73.245475,Archaeological Site,October-December,7.8,45,No,6.2,2102.6,3.3,7.1,9:00 AM - 17:00 PM,6.5,288.66,5.4,Couple,2,36-45,Australia,9.1,8.3,640.34,5.8,Train,24 hours,8.4,8.97,7.15,0.77,0.41,4.35,Cultural/Heritage,Mid-Range,Low,Year-Round,0.0,1
POI_02671,COMP_0010,Minor Hotels,Turkey,Resort,2024,65792,51538,9.8,477759.4,81280.03,3.2,8.4,6.3,0.33,0.6,552.9,559039.43,9.5,Excellent staff and well-maintained property throughout,Direct Website,Tokyo Botanical Garden,Japan,Urban,35.721836,139.621911,Botanical Garden,Spring-Fall,4.6,106,No,4.8,6356.6,3.2,4.3,10:00 AM - 17:00 PM,5.0,350.83,5.6,Family,4,26-35,United Kingdom,7.1,7.8,724.48,5.1,Train,90 mins,8.2,8.37,4.8,0.83,7.26,5.88,Urban/Entertainment,Luxury,Low,Spring/Fall,1.0,0
POI_02672,COMP_0008,Best Western,Singapore,Travel Agency,2024,965959,693211,6.3,206245.56,36799.45,2.3,5.8,4.1,0.78,0.49,462.47,243045.01,3.9,Highly recommended for first-time visitors,TripAdvisor,Paris Historical Monument,France,Historical,48.856233,2.390166,Historical Monument,Summer Season,4.9,93,No,5.7,59.5,9.1,8.8,10:00 AM - 18:00 PM,8.7,106.25,5.6,Friends,6,65+,United States,9.4,9.0,223.32,7.6,Flight,60 mins,8.1,7.93,6.8,0.822,0.21,5.6,Cultural/Heritage,Mid-Range,Medium,Summer,0.0,0
POI_02673,COMP_0017,TUI Group,Thailand,Hotel Chain,2021,1091925,920492,6.9,455972.5,83296.86,4.1,6.5,5.6,0.97,0.48,1574.34,539269.36,6.7,Excellent staff and well-maintained property throughout,Airbnb,Sydney Botanical Garden,Australia,Coastal,-33.891682,151.23922,Botanical Garden,October-December,7.0,105,Yes,8.8,288.5,5.9,7.2,24 Hours,5.3,344.94,7.8,Family,5,46-55,France,9.0,8.8,579.09,7.9,Cruise,96 hours,8.1,8.0,6.15,0.817,0.42,5.47,Urban/Entertainment,Luxury,High,Year-Round,1.0,0
POI_02674,COMP_0028,Trafalgar Tours,Singapore,Cruise Line,2021,3564679,2922466,9.4,126326.84,16887.72,5.7,5.4,7.3,0.98,0.82,1100.64,143214.56,8.2,Perfect destination for families with children,Airbnb,Paris Food Market,France,Historical,48.850481,2.351613,Food Market,January-March,4.4,105,Yes,6.3,189.8,5.1,4.9,9:00 AM - 19:00 PM,5.5,146.56,6.6,Friends,6,18-25,France,6.3,6.6,290.5,5.4,Train,120 mins,6.4,7.37,4.95,0.866,0.04,7.48,Urban/Entertainment,Mid-Range,High,Winter,1.0,0
POI_02675,COMP_0015,Airbnb Inc,Japan,Cruise Line,2022,7439851,5344566,6.0,331625.17,49952.93,3.2,3.9,4.4,0.48,0.43,1337.52,381578.1,5.7,Clean and comfortable with friendly staff members,Expedia,Maldives Art Gallery,Maldives,Island,3.15489,73.257551,Beach Resort,Spring-Fall,4.6,38,No,6.8,4410.4,4.8,4.1,8:00 AM - 18:00 PM,6.9,387.35,5.1,Friends,7,56-65,Canada,7.7,7.1,561.66,7.0,Bus,60 mins,6.7,6.8,5.75,0.849,0.04,6.64,Beach/Island,Luxury,Low,Spring/Fall,1.0,0
POI_02676,COMP_0022,Royal Caribbean,Australia,Tour Operator,2022,6711593,4709684,9.3,302001.14,43569.45,3.2,8.1,6.7,0.58,0.61,2633.72,345570.59,5.4,Relaxing environment with modern amenities available,Booking.com,Phuket Mountain Resort,Thailand,Coastal,7.83409,98.405706,Mountain Resort,April-June,5.5,68,No,7.0,19835.4,5.6,4.5,24 Hours,7.2,346.79,7.2,Friends,7,65+,Canada,8.4,8.3,756.53,8.2,Flight,240 mins,8.7,8.8,6.35,0.856,0.04,6.93,Nature/Adventure,Luxury,Medium,Spring/Fall,0.0,1
POI_02677,COMP_0005,Accor Hotels,United Kingdom,Cruise Line,2023,14581255,11520123,9.7,495935.75,120858.16,8.8,6.5,8.4,0.76,0.63,536.31,616793.91,8.6,Outstanding service exceeded our expectations completely,Direct Website,Singapore Food Market,Singapore,Urban,1.372833,103.823284,Food Market,April-June,6.1,91,Yes,6.2,5475.9,5.3,6.8,24 Hours,6.2,115.82,5.3,Family,5,56-65,Canada,7.7,7.3,255.9,4.9,Flight,90 mins,6.6,8.0,6.15,0.756,0.03,4.1,Urban/Entertainment,Mid-Range,Medium,Spring/Fall,1.0,0
POI_02678,COMP_0026,Celebrity Cruises,France,Travel Agency,2020,5996972,5007261,9.2,227219.53,51718.91,7.4,4.6,5.1,0.72,0.55,885.52,278938.44,8.8,Lovely place with authentic local experiences,Airbnb,Rome Art Gallery,Italy,Historical,41.882642,12.468752,Art Gallery,Year-Round,4.0,46,Yes,4.1,544.7,3.2,5.9,10:00 AM - 21:00 PM,6.7,291.5,4.8,Friends,4,26-35,Australia,7.0,7.6,555.04,6.9,Car,240 mins,7.0,7.73,5.35,0.772,0.04,4.39,Urban/Entertainment,Mid-Range,Medium,Year-Round,1.0,0
POI_02679,COMP_0001,Marriott International,Turkey,Cruise Line,2020,4483640,3663585,9.7,97623.59,18110.7,8.2,5.9,7.4,0.52,0.61,586.59,115734.29,5.4,Lovely place with authentic local experiences,Airbnb,London Cultural Center,United Kingdom,Historical,51.537447,-0.176326,Cultural Center,October-December,4.1,82,Yes,6.0,873.5,6.4,4.5,24 Hours,5.6,296.61,4.3,Solo,1,36-45,United States,6.7,6.4,394.54,4.1,Bus,24 hours,6.9,7.77,4.85,0.814,0.02,5.39,Cultural/Heritage,Mid-Range,Medium,Year-Round,1.0,0
POI_02680,COMP_0026,Celebrity Cruises,Italy,Cruise Line,2022,1656266,1366875,8.4,121597.27,25356.3,8.3,4.3,7.2,0.32,0.72,1055.84,146953.57,5.8,Best vacation spot we have visited recently,Airbnb,Dubai Adventure Park,UAE,Urban,25.178798,55.292822,Adventure Park,Year-Round,3.5,42,No,6.2,1132.5,3.3,4.6,9:00 AM - 20:00 PM,4.1,333.61,6.6,Friends,4,18-25,Japan,6.9,6.8,416.6,6.7,Flight,240 mins,7.1,7.47,3.8,0.791,0.07,4.8,Nature/Adventure,Luxury,Low,Year-Round,1.0,0
POI_02681,COMP_0021,Carnival Corporation,United Kingdom,Hotel Chain,2024,6410040,4675959,9.6,252106.77,59958.15,5.8,6.4,6.7,0.83,0.8,689.52,312064.92,9.4,Excellent staff and well-maintained property throughout,TripAdvisor,Phuket Historical Monument,Thailand,Coastal,7.922046,98.36662,Historical Monument,Year-Round,4.7,23,No,9.0,11610.6,4.3,5.4,9:00 AM - 21:00 PM,6.9,319.28,7.9,Couple,2,56-65,China,8.6,9.2,411.85,7.2,Bus,240 mins,10.0,9.4,5.8,0.762,0.04,4.2,Cultural/Heritage,Luxury,High,Year-Round,0.0,1
POI_02682,COMP_0025,Disney Cruise Line,United Kingdom,Travel Agency,2021,807674,642866,6.0,413467.8,59315.01,4.4,4.1,5.6,0.69,0.5,354.79,472782.81,4.9,Lovely place with authentic local experiences,Booking.com,Barcelona Scenic Viewpoint,Spain,Coastal,41.37487,2.17466,Scenic Viewpoint,Winter Season,5.4,69,No,6.8,20527.8,7.9,5.9,24 Hours,7.5,390.58,6.2,Friends,7,65+,Australia,7.4,8.1,328.2,4.2,Bus,90 mins,8.6,7.33,6.45,0.857,0.51,6.97,Urban/Entertainment,Luxury,Medium,Winter,0.0,0
POI_02683,COMP_0019,G Adventures,Spain,Travel Agency,2021,258595,214401,9.4,308004.82,45800.3,7.5,8.6,5.5,0.96,0.7,254.34,353805.12,8.7,Excellent staff and well-maintained property throughout,Direct Website,Paris Beach Resort,France,Historical,48.858302,2.346839,Historical Monument,January-March,6.8,52,No,5.0,2407.6,6.7,7.2,24 Hours,7.4,262.88,6.7,Couple,2,56-65,Australia,7.5,7.4,483.57,6.7,Car,90 mins,7.9,8.27,7.1,0.851,1.19,6.72,Cultural/Heritage,Mid-Range,High,Winter,0.0,0
POI_02684,COMP_0027,Abercrombie & Kent,Thailand,Cruise Line,2023,14983204,10629992,9.9,385550.08,83661.27,3.3,6.0,7.8,0.65,0.72,263.62,469211.35,5.4,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb,Barcelona Wildlife Sanctuary,Spain,Coastal,41.356261,2.208142,Wildlife Sanctuary,Spring-Fall,9.4,27,Yes,6.1,577.5,5.7,8.8,24 Hours,8.6,255.02,8.5,Friends,3,26-35,Canada,9.8,9.5,105.61,5.0,Car,240 mins,10.0,9.9,9.0,0.783,0.03,4.61,Nature/Adventure,Mid-Range,Medium,Spring/Fall,0.0,1
POI_02685,COMP_0003,IHG Hotels,UAE,Travel Agency,2022,58432,48045,9.1,453016.45,105317.45,4.6,7.1,9.1,0.89,0.64,787.02,558333.9,8.9,Disappointing considering the price point charged,TripAdvisor,Dubai Art Gallery,UAE,Urban,25.165591,55.273574,Art Gallery,Summer Season,7.0,101,Yes,6.9,144.2,7.7,6.4,24 Hours,6.2,330.94,6.7,Friends,7,56-65,United Kingdom,8.3,7.6,688.33,4.0,Flight,120 mins,8.3,8.57,6.6,0.768,7.75,4.3,Urban/Entertainment,Luxury,High,Summer,0.0,0
POI_02686,COMP_0025,Disney Cruise Line,Australia,Cruise Line,2020,1780469,1355037,6.2,87245.84,13138.61,4.8,5.9,4.6,0.59,0.57,574.28,100384.45,6.1,Outstanding service exceeded our expectations completely,TripAdvisor,Rome Museum,Italy,Historical,41.857208,12.498342,Museum,January-March,4.6,43,No,6.3,1279.2,3.1,5.0,9:00 AM - 18:00 PM,4.2,193.68,4.3,Family,5,46-55,Australia,5.8,6.4,478.95,5.1,Bus,30 mins,6.7,6.23,4.4,0.849,0.05,6.64,Cultural/Heritage,Mid-Range,Medium,Winter,1.0,0
POI_02687,COMP_0010,Minor Hotels,France,Travel Agency,2023,6635272,4821144,9.1,494841.99,53193.42,8.7,4.9,4.9,0.88,0.75,864.0,548035.41,6.2,Amazing experience with exceptional service and beautiful facilities,Booking.com,Maldives Religious Site,Maldives,Island,3.180824,73.181511,Religious Site,January-March,4.1,27,Yes,4.8,231.0,5.1,6.5,24 Hours,4.8,494.55,6.7,Solo,1,56-65,Germany,8.7,7.9,428.35,6.4,Train,60 mins,7.8,8.53,4.45,0.893,0.07,9.3,Cultural/Heritage,Luxury,High,Winter,1.0,0
POI_02688,COMP_0008,Best Western,Singapore,Cruise Line,2021,8505939,7370204,8.2,128652.32,21654.97,4.4,7.0,6.3,0.68,0.74,1383.84,150307.29,6.0,Highly recommended for first-time visitors,Expedia,London Adventure Park,United Kingdom,Historical,51.554867,-0.138683,Adventure Park,January-March,5.5,31,No,6.5,3169.9,5.3,4.5,8:00 AM - 19:00 PM,7.0,328.58,4.5,Family,3,36-45,Canada,8.0,7.4,366.73,7.3,Car,60 mins,7.4,7.87,6.25,0.832,0.02,5.94,Nature/Adventure,Luxury,Medium,Winter,0.0,0
POI_02689,COMP_0019,G Adventures,Indonesia,Tour Operator,2024,19494638,17110226,8.0,289677.03,29831.29,5.3,4.9,4.5,0.91,0.5,289.12,319508.32,4.5,Disappointing considering the price point charged,Expedia,Dubai Nature Park,UAE,Urban,25.207931,55.312478,Nature Park,Summer Season,6.1,34,Yes,4.8,36492.7,7.7,5.5,24 Hours,5.4,364.16,4.6,Family,4,26-35,Australia,6.9,7.7,515.43,4.0,Bus,90 mins,8.4,7.77,5.75,0.897,0.01,9.71,Nature/Adventure,Luxury,High,Summer,1.0,0
POI_02690,COMP_0025,Disney Cruise Line,Turkey,Tour Operator,2024,1998885,1708505,8.1,489018.77,114782.31,7.1,6.8,6.0,0.45,0.73,1397.6,603801.08,5.4,Peaceful atmosphere perfect for relaxation and unwinding,Expedia,Phuket Botanical Garden,Thailand,Coastal,7.868811,98.403843,Botanical Garden,April-June,4.4,73,No,5.5,3656.5,5.1,6.0,10:00 AM - 21:00 PM,4.8,342.86,3.8,Couple,2,65+,Canada,5.9,6.2,670.82,4.9,Train,90 mins,6.8,6.93,4.6,0.765,0.24,4.26,Urban/Entertainment,Luxury,Low,Spring/Fall,1.0,0
POI_02691,COMP_0025,Disney Cruise Line,UAE,Resort,2022,4982726,4437573,10.0,491295.37,94496.8,9.1,6.2,7.4,0.35,0.93,543.28,585792.17,7.9,Perfect destination for families with children,Booking.com,New York Religious Site,United States,Urban,40.678106,-73.973104,Religious Site,October-December,6.9,85,No,7.1,11990.2,6.9,6.4,10:00 AM - 20:00 PM,6.8,186.71,8.4,Family,5,18-25,Canada,8.5,9.3,161.91,7.7,Train,90 mins,8.9,9.13,6.85,0.808,0.1,5.2,Cultural/Heritage,Mid-Range,Low,Year-Round,0.0,1
POI_02692,COMP_0001,Marriott International,Italy,Travel Agency,2020,6777481,4877821,7.7,82300.46,10322.59,2.7,6.1,5.8,0.55,0.61,1521.58,92623.05,4.1,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor,Paris Nature Park,France,Historical,48.825941,2.401071,Nature Park,Winter Season,4.6,102,Yes,5.5,2722.1,8.7,5.6,8:00 AM - 20:00 PM,6.4,65.92,5.6,Family,4,65+,Canada,7.3,7.5,643.03,7.4,Train,180 mins,6.8,7.27,5.5,0.875,0.01,7.97,Nature/Adventure,Budget,Medium,Winter,1.0,0
POI_02693,COMP_0012,Melia Hotels,United Kingdom,Tour Operator,2022,1291155,974137,6.4,456362.63,49110.48,3.9,6.2,4.1,0.86,0.42,419.31,505473.11,3.8,Facility could use some updates and maintenance,Expedia,Maldives Beach Resort,Maldives,Island,3.191044,73.212454,Beach Resort,Winter Season,5.3,80,No,6.3,1718.4,9.9,4.8,24 Hours,6.5,255.79,6.6,Solo,1,46-55,Canada,9.8,9.4,670.19,8.0,Bus,120 mins,10.0,8.73,5.9,0.892,0.35,9.29,Beach/Island,Mid-Range,High,Winter,0.0,1
POI_02694,COMP_0007,Choice Hotels,Thailand,Resort,2023,406676,290043,8.4,50267.64,12292.69,6.8,6.2,7.2,0.88,0.6,282.53,62560.33,6.2,Highly recommended for first-time visitors,Expedia,Sydney Art Gallery,Australia,Coastal,-33.874694,151.248867,Beach Resort,January-March,4.9,106,Yes,7.3,9184.5,6.4,5.6,9:00 AM - 17:00 PM,6.3,374.99,6.7,Solo,1,65+,Japan,9.6,9.5,582.17,7.6,Flight,60 mins,9.9,9.3,5.6,0.755,0.12,4.09,Beach/Island,Luxury,High,Winter,0.0,1
POI_02695,COMP_0030,Insight Vacations,Japan,Tour Operator,2020,780055,650469,7.8,403688.23,90067.83,7.3,5.5,7.2,0.32,0.68,2747.64,493756.06,4.1,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website,Barcelona Beach Resort,Spain,Coastal,41.376435,2.191363,Beach Resort,April-June,5.8,113,No,6.2,22886.4,6.7,5.3,24 Hours,5.0,286.3,5.6,Solo,1,56-65,United States,7.0,6.4,722.87,5.0,Car,96 hours,6.0,6.93,5.4,0.777,0.52,4.48,Beach/Island,Mid-Range,Low,Spring/Fall,1.0,0
POI_02696,COMP_0004,Hyatt Hotels,United States,Hotel Chain,2023,1715967,1421930,8.2,243983.38,59690.51,5.0,4.1,6.1,0.76,0.5,556.77,303673.89,6.6,Breathtaking views and stunning natural scenery,Direct Website,Bangkok Mountain Resort,Thailand,Urban,13.776166,100.528734,Mountain Resort,July-September,5.9,25,Yes,4.1,5136.8,6.7,5.2,24 Hours,7.1,474.51,7.6,Solo,1,46-55,Japan,7.6,8.2,661.34,7.1,Bus,60 mins,7.9,7.9,6.5,0.755,0.14,4.09,Nature/Adventure,Luxury,Medium,Summer,0.0,0
POI_02697,COMP_0002,Hilton Worldwide,Spain,Cruise Line,2023,170776,120745,9.5,241058.11,49114.87,4.8,9.2,9.3,0.87,0.69,1550.61,290172.98,5.4,Breathtaking views and stunning natural scenery,Expedia,Tokyo Beach Resort,Japan,Urban,35.660345,139.613039,Museum,Year-Round,5.2,90,Yes,7.9,3729.5,5.0,7.3,24 Hours,9.0,86.24,8.5,Couple,2,46-55,United Kingdom,9.9,9.2,188.39,7.6,Train,240 mins,9.6,9.67,7.1,0.796,1.41,4.91,Cultural/Heritage,Budget,High,Year-Round,0.0,1
POI_02698,COMP_0025,Disney Cruise Line,United States,Travel Agency,2020,620623,496784,9.0,236925.56,56664.26,7.7,4.6,7.6,0.46,0.63,938.68,293589.82,4.9,Excellent staff and well-maintained property throughout,Expedia,Bangkok Museum,Thailand,Urban,13.754907,100.489648,Museum,Spring-Fall,4.3,66,No,6.2,474.0,5.1,5.1,24 Hours,5.7,341.24,5.4,Family,3,56-65,France,9.0,8.4,172.63,6.2,Car,60 mins,8.7,8.9,5.0,0.761,0.38,4.18,Cultural/Heritage,Luxury,Low,Spring/Fall,1.0,1
POI_02699,COMP_0017,TUI Group,Turkey,Travel Agency,2020,2825642,2341844,6.7,174214.45,33469.32,4.0,6.1,4.8,0.7,0.48,1116.62,207683.77,5.7,Perfect destination for families with children,Expedia,Los Angeles Wildlife Sanctuary,United States,Urban,34.055255,-118.250848,Wildlife Sanctuary,October-December,6.2,91,No,7.8,684.0,6.9,7.7,24 Hours,6.2,452.65,7.2,Solo,1,46-55,France,8.2,8.3,711.4,7.0,Flight,240 mins,8.8,7.9,6.2,0.808,0.06,5.21,Nature/Adventure,Luxury,Medium,Year-Round,1.0,0
POI_02700,COMP_0004,Hyatt Hotels,Spain,Travel Agency,2022,307015,263979,9.8,465429.61,105272.97,6.7,7.5,9.6,0.72,0.87,824.7,570702.58,7.4,Clean and comfortable with friendly staff members,Direct Website,Phuket Museum,Thailand,Coastal,7.881268,98.405907,Beach Resort,Spring-Fall,6.3,89,Yes,7.1,946.8,6.4,5.2,24 Hours,6.4,401.26,6.9,Couple,2,36-45,France,8.2,7.6,682.36,6.5,Car,48 hours,8.0,8.67,6.35,0.774,1.52,4.42,Beach/Island,Luxury,Medium,Spring/Fall,0.0,1
POI_02701,COMP_0007,Choice Hotels,Japan,Hotel Chain,2024,2746267,2028840,6.8,480996.69,67729.68,3.1,6.0,5.9,0.89,0.63,2105.16,548726.37,4.4,Beautiful setting with convenient location access,Direct Website,Los Angeles Scenic Viewpoint,United States,Urban,34.094179,-118.28102,Scenic Viewpoint,Spring-Fall,8.4,107,Yes,6.4,126.1,3.6,5.5,10:00 AM - 18:00 PM,5.9,233.39,6.0,Couple,2,65+,Japan,8.8,9.0,695.83,7.4,Train,120 mins,9.3,8.3,7.15,0.859,0.18,7.1,Urban/Entertainment,Mid-Range,High,Spring/Fall,0.0,0
POI_02702,COMP_0009,Radisson Hotel Group,Italy,Hotel Chain,2023,115419,102225,7.1,346871.72,59573.21,6.2,6.1,4.9,0.8,0.63,573.77,406444.93,6.2,Amazing experience with exceptional service and beautiful facilities,Booking.com,Bali Food Market,Indonesia,Island,-8.330473,115.089397,Beach Resort,Summer Season,8.2,26,No,7.8,2471.7,9.7,7.1,8:00 AM - 20:00 PM,7.6,441.68,7.8,Friends,7,18-25,Canada,8.6,9.0,691.84,7.3,Bus,72 hours,8.8,8.17,7.9,0.828,3.01,5.82,Beach/Island,Luxury,Medium,Summer,0.0,0
POI_02703,COMP_0013,Expedia Group,United States,Cruise Line,2023,35737881,25685443,9.8,84226.27,15448.74,4.8,8.1,6.4,0.54,0.89,344.02,99675.01,7.7,Good value for money with comfortable accommodations,Airbnb,Singapore Nature Park,Singapore,Urban,1.307445,103.833154,Nature Park,Year-Round,5.7,57,No,3.4,2902.6,6.1,5.4,6:00 AM - 18:00 PM,5.0,364.4,3.9,Friends,4,46-55,Australia,6.9,6.5,634.14,6.1,Car,240 mins,6.6,7.77,5.35,0.817,0.0,5.45,Nature/Adventure,Luxury,Medium,Year-Round,1.0,0
POI_02704,COMP_0012,Melia Hotels,Thailand,Hotel Chain,2023,22801950,18594142,6.7,418890.58,61917.67,2.3,4.4,5.4,0.53,0.52,690.06,480808.25,6.4,Unforgettable experience with lasting memories,Expedia,Tokyo Adventure Park,Japan,Urban,35.637646,139.63786,Adventure Park,July-September,6.1,109,No,6.1,12369.5,5.4,5.3,6:00 AM - 18:00 PM,6.3,232.84,4.1,Solo,1,36-45,United States,6.6,6.6,487.6,5.1,Train,90 mins,6.1,6.47,6.2,0.852,0.02,6.77,Nature/Adventure,Mid-Range,Medium,Summer,1.0,0
POI_02705,COMP_0023,Norwegian Cruise Line,United Kingdom,Cruise Line,2023,384512,283409,6.3,270151.74,32204.38,2.1,5.7,4.2,0.38,0.56,2314.52,302356.12,5.6,Amazing experience with exceptional service and beautiful facilities,Airbnb,Tokyo Food Market,Japan,Urban,35.706097,139.615399,Food Market,July-September,5.2,57,No,6.1,417.1,3.5,4.5,10:00 AM - 22:00 PM,7.4,58.97,5.4,Family,5,56-65,United Kingdom,7.2,7.9,125.43,5.5,Bus,120 mins,7.3,6.93,6.3,0.881,0.7,8.39,Urban/Entertainment,Budget,Low,Summer,1.0,0
POI_02706,COMP_0024,MSC Cruises,Indonesia,Tour Operator,2020,2187588,1569302,6.2,495837.83,103046.11,4.2,3.1,4.5,0.42,0.45,691.34,598883.94,5.2,Peaceful atmosphere perfect for relaxation and unwinding,Expedia,Phuket Beach Resort,Thailand,Coastal,7.928016,98.414757,Beach Resort,January-March,7.0,52,Yes,5.9,2466.3,5.3,5.5,24 Hours,7.5,162.99,7.6,Friends,3,18-25,China,7.8,8.3,627.17,5.2,Bus,90 mins,8.8,7.6,7.25,0.792,0.23,4.81,Beach/Island,Mid-Range,Low,Winter,0.0,0
POI_02707,COMP_0006,Wyndham Hotels,Turkey,Hotel Chain,2021,31922452,22858165,8.1,331775.97,59151.27,6.1,5.5,4.3,0.51,0.52,242.05,390927.24,7.8,Lovely place with authentic local experiences,Expedia,Istanbul Scenic Viewpoint,Turkey,Historical,40.979782,29.026368,Scenic Viewpoint,April-June,3.6,97,No,5.4,54.9,5.8,5.7,7:00 AM - 17:00 PM,5.2,155.4,6.3,Solo,1,46-55,United Kingdom,6.3,6.7,473.8,5.7,Flight,240 mins,6.9,7.1,4.4,0.822,0.01,5.61,Urban/Entertainment,Mid-Range,Medium,Spring/Fall,1.0,0
POI_02708,COMP_0005,Accor Hotels,Australia,Cruise Line,2020,15247769,12098096,8.3,171423.47,18337.19,7.0,5.1,5.8,0.97,0.55,234.1,189760.66,5.4,Great location but slightly crowded during peak season,TripAdvisor,Bali Art Gallery,Indonesia,Island,-8.348057,115.126559,Beach Resort,January-March,6.1,76,Yes,5.3,26300.3,5.9,4.4,8:00 AM - 19:00 PM,7.6,389.54,5.9,Couple,2,46-55,France,7.6,8.0,371.53,7.2,Bus,90 mins,7.3,7.73,6.85,0.893,0.01,9.35,Beach/Island,Luxury,High,Winter,0.0,0
