POI_ID,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time,Local_Transfer(USD),Accessebility_Value,Visitor_Volume,Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,connectivity_index
POI_02707,Cox Mountain Resort - Vienna,Austria,Rural,48.239715,16.389586,Mountain Resort,53.7,73,33,33,53,800000,61,68,13,77,224,76
POI_02708,Kuoni Tourist Office - Rome,Italy,Historical,41.930622,12.472038,Tourist Office,4.0,92,21,17,69,800000,62,70,11,74,132,62
POI_02709,Kuoni Booking Office - Los Angeles,United States,Rural,34.039483,-118.203002,Booking Office,2.4,90,37,38,47,800000,45,59,10,74,55,57
POI_02710,Virgin Booking Office - Venice,Italy,Metropolitan,45.449235,12.348868,Booking Office,3.6,83,29,32,81,800000,40,86,11,75,136,73
POI_02711,Jet2holidays Tourist Info - United Kingdom,United Kingdom,Urban,54.712855,-3.258376,Tourist Info,11.5,100,20,13,75,800000,57,83,11,60,132,76
POI_02712,Jet2holidays Travel Agency - United States,United States,Metropolitan,39.800551,-100.461965,Travel Agency,6.3,100,27,29,71,800000,45,66,15,81,41,84
POI_02713,Jet2holidays Adventure Center - Paris,France,Suburban,48.883345,2.37914,Adventure Center,3.2,100,65,93,49,800000,57,65,12,80,145,58
POI_02714,On Conservation Area - Miami,United States,Coastal,25.790503,-80.204566,Conservation Area,4.2,81,101,54,67,800000,70,50,9,69,106,66
POI_02715,Travelzoo Travel Agency - New York,United States,Metropolitan,40.721561,-73.964285,Travel Agency,5.4,76,36,19,83,800000,50,66,13,72,127,96
POI_02716,Secret Tourist Office - United States,United States,Suburban,39.807943,-100.40579,Tourist Office,1.9,92,75,44,56,800000,57,73,10,80,81,60
POI_02717,Luxury Travel Agency - Venice,Italy,Metropolitan,45.411433,12.332682,Travel Agency,11.7,95,36,19,62,800000,40,80,13,70,63,91
POI_02718,Luxury Eco Lodge - Rome,Italy,Historical,41.922395,12.497207,Eco Lodge,9.0,95,45,50,62,800000,59,73,11,62,51,56
POI_02719,Scenic Marina - United States,United States,Rural,39.815738,-100.460104,Marina,8.2,88,93,60,60,800000,39,66,10,64,147,60
POI_02720,Emerald Hotel - Los Angeles,United States,Rural,34.09253,-118.250659,Hotel,90.2,100,77,36,63,800000,49,48,24,63,157,76
POI_02721,Emerald Beach Resort - Prague,Czech Republic,Historical,50.093066,14.432526,Beach Resort,111.6,98,24,28,57,800000,48,61,8,63,204,54
POI_02722,Avalon Hotel - Barcelona,Spain,Historical,41.415514,2.183257,Hotel,38.3,88,33,14,48,800000,37,55,24,75,96,57
POI_02723,Avalon Corporate Lounge - Dubai,UAE,Island,25.159922,55.295814,Corporate Lounge,6.4,79,53,70,55,800000,69,65,8,81,75,75
POI_02724,Viking Cruise Port - Mumbai,India,Suburban,19.070559,72.846144,Cruise Port,176.1,88,85,54,60,800000,61,56,15,69,153,66
POI_02725,Crystal Cruise Port - Prague,Czech Republic,Historical,50.064266,14.412465,Cruise Port,201.1,100,56,80,69,800000,58,59,13,65,24,64
POI_02726,Regent Travel Agency - France,France,Island,46.564174,1.879094,Travel Agency,3.7,85,103,71,61,800000,86,48,8,60,178,53
POI_02727,Seabourn Hotel - Kyoto,Japan,Historical,35.019833,135.758137,Hotel,102.4,80,23,32,52,800000,62,74,24,64,58,66
POI_02728,Seabourn Travel Agency - London,United Kingdom,Metropolitan,51.501258,-0.093109,Travel Agency,5.8,100,15,7,65,800000,34,88,8,71,55,85
POI_02729,Club Tourist Info - Bali,Indonesia,Coastal,-8.357896,115.092951,Tourist Info,11.3,89,85,98,50,800000,89,71,10,74,34,56
POI_02730,Sandals Luxury Hotel - United States,United States,Island,39.779151,-100.418078,Luxury Hotel,55.4,98,102,86,67,800000,69,64,24,69,137,57
POI_02731,Sandals Luxury Hotel - Berlin,Germany,Rural,52.504944,13.391868,Luxury Hotel,74.8,87,82,85,55,800000,47,73,24,71,151,70
POI_02732,Beaches Beach Resort - Sydney,Australia,Coastal,-33.881568,151.17175,Beach Resort,84.0,85,61,42,49,800000,79,59,12,95,231,63
POI_02733,Beaches Mountain Resort - Shanghai,China,Urban,31.217447,121.508856,Mountain Resort,34.5,95,45,37,61,800000,42,89,11,73,310,55
POI_02734,Beaches Spa Resort - London,United Kingdom,Metropolitan,51.526011,-0.11184,Spa Resort,55.9,81,11,12,61,800000,42,72,16,67,198,87
POI_02735,RIU Resort Hotel - Amsterdam,Netherlands,Coastal,52.393259,4.889958,Resort Hotel,117.1,86,52,21,49,800000,79,74,24,87,264,71
POI_02736,RIU Resort - France,France,Coastal,46.630369,1.858796,Resort,107.2,100,91,101,63,800000,75,67,17,70,148,58
POI_02737,Atlantis Mountain Resort - Sydney,Australia,Coastal,-33.901123,151.205312,Mountain Resort,24.4,100,39,57,65,800000,75,68,8,93,263,64
POI_02738,Atlantis Spa Resort - Prague,Czech Republic,Historical,50.070362,14.41037,Spa Resort,84.8,95,41,32,57,800000,58,57,16,63,144,67
POI_02739,Four Mountain Resort - Dubai,UAE,Metropolitan,25.167286,55.312504,Mountain Resort,48.5,100,33,46,70,800000,30,78,11,68,182,89
POI_02740,Four Luxury Hotel - Venice,Italy,Island,45.475071,12.292107,Luxury Hotel,102.3,84,96,134,49,800000,60,52,24,66,46,64
POI_02741,Four Business Hotel - Tokyo,Japan,Metropolitan,35.695082,139.627702,Business Hotel,104.5,90,33,16,60,800000,64,66,24,82,178,87
POI_02742,Ritz-Carlton Business Hotel - Rome,Italy,Historical,41.93167,12.487868,Business Hotel,112.2,86,24,21,66,800000,48,52,24,81,113,54
POI_02743,Mandarin Eco Lodge - Cancun,Mexico,Coastal,21.141656,-86.850919,Eco Lodge,8.7,97,47,36,60,800000,71,73,14,64,54,59
POI_02744,Mandarin Adventure Center - Bangkok,Thailand,Historical,13.776085,100.488839,Adventure Center,8.1,82,25,17,52,800000,35,51,15,66,122,62
POI_02745,Mandarin Resort - Kyoto,Japan,Historical,34.989902,135.753779,Resort,94.8,94,43,54,47,800000,41,74,8,76,123,55
POI_02746,Aman Hotel - Dubai,UAE,Rural,25.214392,55.271653,Hotel,69.1,100,72,38,65,800000,42,64,24,71,88,63
POI_02747,Six Resort - Amsterdam,Netherlands,Rural,52.381572,4.941285,Resort,81.7,83,119,145,46,800000,30,49,17,93,157,67
POI_02748,Six Spa Resort - United States,United States,Island,39.787167,-100.412186,Spa Resort,40.9,98,119,141,49,800000,89,72,10,62,413,53
POI_02749,Rosewood Luxury Hotel - Berlin,Germany,Mountain,52.494051,13.429566,Luxury Hotel,42.6,100,116,133,56,800000,89,67,24,74,129,58
POI_02750,Rosewood Resort - United States,United States,Metropolitan,39.799617,-100.40574,Resort,55.6,79,36,51,76,800000,55,76,8,60,51,87
POI_02751,Belmond Outdoor Recreation - Shanghai,China,Rural,31.253496,121.450457,Outdoor Recreation,10.4,100,42,31,68,800000,42,56,16,67,158,60
POI_02752,Soneva Travel Agency - France,France,Mountain,46.577049,1.878227,Travel Agency,9.9,93,100,107,46,800000,63,50,8,76,108,75
POI_02753,Soneva Tourist Office - France,France,Metropolitan,46.56553,1.917802,Tourist Office,4.0,100,39,16,80,800000,58,77,9,70,51,96
POI_02754,One&Only Resort Hotel - San Francisco,United States,Rural,37.797053,-122.458698,Resort Hotel,88.4,82,99,74,69,800000,48,71,24,74,388,70
POI_02755,One&Only Resort Hotel - Shanghai,China,Coastal,31.238734,121.43462,Resort Hotel,61.4,97,103,101,66,800000,85,53,24,74,92,53
POI_02756,Jumeirah Outdoor Recreation - Bali,Indonesia,Coastal,-8.323225,115.11078,Outdoor Recreation,6.0,100,51,23,46,800000,64,60,9,80,141,72
POI_02757,Fairmont Resort - United States,United States,Metropolitan,39.795695,-100.478435,Resort,112.2,69,34,23,76,800000,47,77,9,61,172,73
POI_02758,Fairmont Resort - France,France,Island,46.586421,1.866865,Resort,90.5,100,50,66,53,800000,65,62,13,60,91,70
POI_02759,Shangri-La Resort - United States,United States,Rural,39.750846,-100.429214,Resort,99.0,98,63,75,54,800000,49,63,13,66,125,71
POI_02760,Peninsula Resort - Hong Kong,Hong Kong,Historical,22.348426,114.191865,Resort,61.0,75,35,16,63,800000,47,58,9,80,31,75
POI_02761,Banyan Beach Resort - Cancun,Mexico,Coastal,21.180815,-86.873575,Beach Resort,25.7,89,66,30,43,800000,78,67,16,78,256,58
POI_02762,Banyan Business Hotel - Tokyo,Japan,Metropolitan,35.720515,139.64719,Business Hotel,98.7,82,34,31,69,800000,40,76,24,83,137,78
POI_02763,Anantara Resort Hotel - Las Vegas,United States,Urban,36.183881,-115.170466,Resort Hotel,94.1,85,36,18,78,800000,56,84,24,73,190,76
POI_02764,Anantara Business Hotel - Vienna,Austria,Coastal,48.236279,16.413836,Business Hotel,67.4,100,96,58,61,800000,80,56,24,79,32,63
POI_02765,Minor Hotel - Sydney,Australia,Coastal,-33.889075,151.197057,Hotel,34.8,100,61,72,59,800000,87,48,24,86,37,69
POI_02766,Minor Spa Resort - France,France,Urban,46.617698,1.910146,Spa Resort,78.6,84,44,61,69,800000,40,80,17,69,238,76
POI_02767,Centara Business Hotel - Bangkok,Thailand,Urban,13.77893,100.487653,Business Hotel,98.2,100,56,32,70,800000,53,75,24,65,109,57
POI_02768,Centara Mountain Resort - Berlin,Germany,Urban,52.519325,13.428022,Mountain Resort,99.0,88,16,12,75,800000,31,85,15,75,397,66
POI_02769,Centara Resort Hotel - Las Vegas,United States,Suburban,36.195448,-115.115864,Resort Hotel,29.0,96,117,140,53,800000,33,53,24,68,90,63
POI_02770,Marriott Tour Office - United States,United States,Historical,39.802636,-100.423423,Tour Office,3.3,88,57,30,57,800000,30,53,9,64,150,58
POI_02771,Marriott Luxury Hotel - Tokyo,Japan,Metropolitan,35.717252,139.692869,Luxury Hotel,53.4,83,39,56,62,800000,51,87,24,79,72,73
POI_02772,Hilton Destination Office - United Kingdom,United Kingdom,Mountain,54.723948,-3.276139,Destination Office,3.5,77,73,82,61,800000,84,48,8,80,64,71
POI_02773,Hilton Tourist Info - Sydney,Australia,Coastal,-33.890035,151.21833,Tourist Info,7.4,100,96,83,59,800000,75,65,17,84,55,65
POI_02774,InterContinental Resort Hotel - Venice,Italy,Urban,45.458548,12.323112,Resort Hotel,97.3,100,22,20,80,800000,32,65,24,71,432,53
POI_02775,InterContinental Hotel - Rome,Italy,Historical,41.874054,12.51919,Hotel,90.3,87,24,32,47,800000,44,73,24,77,173,73
POI_02776,InterContinental Resort Hotel - France,France,Suburban,46.625542,1.916159,Resort Hotel,117.0,89,66,68,69,800000,46,54,24,67,381,72
POI_02777,Wyndham Luxury Hotel - United States,United States,Coastal,39.785424,-100.402302,Luxury Hotel,48.4,100,52,42,58,800000,88,52,24,69,41,63
POI_02778,Accor Visitor Center - United States,United States,Rural,39.782599,-100.454891,Visitor Center,3.6,100,97,59,56,800000,52,58,11,64,47,73
POI_02779,Accor Travel Agency - Barcelona,Spain,Historical,41.420309,2.163835,Travel Agency,6.3,100,29,31,66,800000,35,53,17,60,96,57
POI_02780,Best Mountain Resort - United Kingdom,United Kingdom,Rural,54.746812,-3.243527,Mountain Resort,79.1,100,59,43,43,413810,35,48,17,81,98,69
POI_02781,Hyatt Resort - London,United Kingdom,Metropolitan,51.511761,-0.103559,Resort,40.8,100,12,5,70,800000,35,85,8,73,227,78
POI_02782,Hyatt Beach Resort - Mumbai,India,Historical,19.063274,72.91899,Beach Resort,61.2,83,25,15,67,800000,63,62,9,74,434,64
POI_02783,Radisson Resort - Rio de Janeiro,Brazil,Mountain,-22.87836,-43.208102,Resort,69.5,100,104,126,48,800000,88,69,13,60,59,63
POI_02784,Radisson Beach Resort - Singapore,Singapore,Metropolitan,1.396695,103.834951,Beach Resort,64.2,84,21,10,81,800000,57,88,8,96,146,80
POI_02785,Radisson Luxury Hotel - Melbourne,Australia,Suburban,-37.769994,144.921315,Luxury Hotel,36.2,91,116,127,61,800000,49,65,24,77,171,70
POI_02786,Choice Hotel - Sydney,Australia,Coastal,-33.85918,151.174056,Hotel,43.9,100,113,110,48,800000,80,48,24,82,129,66
POI_02787,Choice Resort Hotel - Tokyo,Japan,Metropolitan,35.689069,139.670043,Resort Hotel,100.9,100,17,22,82,800000,34,81,24,90,350,93
POI_02788,Choice Resort - Seoul,South Korea,Urban,37.534092,127.01204,Resort,100.1,100,46,55,71,703100,42,80,8,73,58,76
POI_02789,Expedia Business Hotel - Cancun,Mexico,Coastal,21.146604,-86.808637,Business Hotel,95.5,100,83,93,58,800000,70,62,24,70,136,76
POI_02790,Expedia Business Center - Las Vegas,United States,Urban,36.192709,-115.115921,Business Center,4.0,100,36,36,75,800000,60,78,14,78,52,71
POI_02791,Expedia Eco Lodge - United Kingdom,United Kingdom,Suburban,54.666505,-3.258466,Eco Lodge,5.1,83,49,23,62,800000,30,52,12,81,63,74
POI_02792,Booking Visitor Center - New York,United States,Metropolitan,40.756711,-74.001649,Visitor Center,11.6,100,22,16,82,800000,62,75,16,65,170,83
POI_02793,Booking Travel Agency - United States,United States,Metropolitan,39.742764,-100.474565,Travel Agency,6.3,100,26,28,75,800000,37,82,10,66,135,79
POI_02794,Booking Luxury Hotel - New York,United States,Metropolitan,40.702382,-74.015652,Luxury Hotel,52.6,100,20,16,82,800000,30,79,24,61,113,88
POI_02795,Airbnb Resort Hotel - United States,United States,Urban,39.813576,-100.490596,Resort Hotel,25.2,76,43,20,59,800000,48,70,24,74,378,63
POI_02796,Airbnb Wildlife Center - Hong Kong,Hong Kong,Rural,22.309069,114.170916,Wildlife Center,3.8,100,109,127,52,800000,52,72,12,72,75,75
POI_02797,Airbnb Tourist Info - Bangkok,Thailand,Coastal,13.796896,100.486144,Tourist Info,7.2,100,90,68,67,800000,85,57,10,65,111,76
POI_02798,TripAdvisor Visitor Center - Auckland,New Zealand,Rural,-36.843189,174.78433,Visitor Center,7.1,93,110,105,45,800000,48,56,12,69,80,66
POI_02799,TripAdvisor Tech Hub - Berlin,Germany,Urban,52.544098,13.449886,Tech Hub,6.4,96,26,36,73,800000,38,71,9,70,66,74
POI_02800,Carnival Tourist Office - Singapore,Singapore,Metropolitan,1.37416,103.810931,Tourist Office,3.6,97,27,20,74,800000,55,74,8,82,166,76
POI_02801,Carnival Beach Resort - Barcelona,Spain,Suburban,41.343321,2.144729,Beach Resort,72.5,100,64,77,52,800000,60,65,8,78,380,61
POI_02802,Royal Business Hotel - Auckland,New Zealand,Mountain,-36.878119,174.788923,Business Hotel,92.4,100,73,66,63,800000,65,49,24,71,44,68
POI_02803,Norwegian Marina - Bangkok,Thailand,Urban,13.737758,100.487369,Marina,3.3,93,20,17,74,800000,44,81,16,65,30,60
POI_02804,Norwegian Cruise Terminal - Berlin,Germany,Metropolitan,52.505031,13.418013,Cruise Terminal,104.7,87,13,14,83,800000,33,76,12,65,152,91
POI_02805,TUI Visitor Center - France,France,Historical,46.638051,1.932932,Visitor Center,8.5,79,19,9,55,800000,39,69,17,64,90,59
POI_02806,TUI Business Center - Auckland,New Zealand,Mountain,-36.810502,174.807985,Business Center,3.2,96,64,89,59,800000,71,52,9,72,105,57
POI_02807,Thomas Business Center - Shanghai,China,Coastal,31.19552,121.473152,Business Center,8.9,98,48,62,51,800000,66,57,16,76,100,63
POI_02808,Thomas Visitor Center - France,France,Historical,46.638357,1.877282,Visitor Center,6.8,83,31,42,63,800000,38,53,10,68,118,59
POI_02809,G Adventure Center - Venice,Italy,Historical,45.415611,12.336689,Adventure Center,4.6,77,21,11,51,800000,58,58,17,68,148,65
POI_02810,G Business Center - United Kingdom,United Kingdom,Coastal,54.711268,-3.279517,Business Center,10.2,90,97,72,48,800000,76,64,16,60,106,54
POI_02811,G Resort - Miami,United States,Coastal,25.789998,-80.18366,Resort,91.1,85,103,121,48,800000,70,67,16,72,152,55
POI_02812,Intrepid Tourist Office - Athens,Greece,Historical,37.98396,23.736615,Tourist Office,3.5,100,20,8,52,800000,43,68,11,60,105,56
POI_02813,Intrepid Travel Agency - Auckland,New Zealand,Rural,-36.818959,174.761628,Travel Agency,7.5,100,36,19,66,800000,58,55,9,75,78,68
POI_02814,Abercrombie Business Center - France,France,Island,46.57394,1.886827,Business Center,10.2,70,87,102,65,800000,87,73,10,61,88,58
POI_02815,Abercrombie Tech Hub - Hong Kong,Hong Kong,Historical,22.363061,114.19027,Tech Hub,10.6,100,37,23,58,800000,50,69,12,71,87,57
POI_02816,Trafalgar Tourist Info - United Kingdom,United Kingdom,Metropolitan,54.740793,-3.320095,Tourist Info,12.0,88,15,20,79,800000,38,76,13,76,114,85
POI_02817,Contiki Tour Office - France,France,Rural,46.619419,1.902976,Tour Office,1.9,100,98,108,69,800000,31,60,9,62,21,75
POI_02818,Contiki Outdoor Recreation - Auckland,New Zealand,Mountain,-36.886888,174.800987,Outdoor Recreation,4.9,83,114,61,51,800000,67,64,13,62,83,59
POI_02819,Insight Adventure Center - France,France,Rural,46.57369,1.913765,Adventure Center,4.2,79,81,83,64,800000,42,62,14,81,72,63
POI_02820,Insight Tourist Info - Venice,Italy,Metropolitan,45.40475,12.300009,Tourist Info,9.0,92,33,47,63,800000,31,73,15,80,42,95
POI_02821,Collette Tour Office - United States,United States,Urban,39.812392,-100.435209,Tour Office,3.8,71,24,29,63,800000,41,86,8,81,53,57
POI_02822,Collette Tour Office - Sydney,Australia,Coastal,-33.88053,151.223809,Tour Office,3.8,90,91,126,66,800000,66,68,11,87,130,71
POI_02823,Tauck Resort - Rio de Janeiro,Brazil,Island,-22.907916,-43.2167,Resort,61.8,99,61,59,52,800000,67,59,8,67,127,68
POI_02824,Globus Visitor Center - Los Angeles,United States,Rural,34.022574,-118.236257,Visitor Center,10.0,100,44,58,61,800000,60,59,12,76,72,62
POI_02825,Cosmos Visitor Center - United Kingdom,United Kingdom,Rural,54.728486,-3.266024,Visitor Center,6.0,87,41,50,58,800000,34,66,12,65,56,62
POI_02826,Gate Tech Hub - Mumbai,India,Urban,19.082663,72.883063,Tech Hub,6.5,100,42,37,74,800000,35,85,11,72,26,59
POI_02827,Gate Business Center - San Francisco,United States,Island,37.740433,-122.393218,Business Center,9.6,84,106,150,58,800000,60,58,14,71,110,55
POI_02828,Grand Travel Agency - San Francisco,United States,Island,37.78425,-122.398521,Travel Agency,11.5,83,73,35,51,800000,67,62,15,81,118,68
POI_02829,Grand Business Center - Melbourne,Australia,Mountain,-37.770639,144.995437,Business Center,11.4,78,94,103,53,800000,71,67,9,65,39,70
POI_02830,Grand Corporate Office - Los Angeles,United States,Mountain,34.095418,-118.251922,Corporate Office,2.6,95,66,36,43,800000,72,71,8,64,116,69
POI_02831,Road Tourist Info - Amsterdam,Netherlands,Mountain,52.353883,4.915907,Tourist Info,5.0,91,65,60,43,800000,62,63,16,96,37,55
POI_02832,Road Travel Agency - Bali,Indonesia,Coastal,-8.348779,115.122881,Travel Agency,10.3,91,49,59,59,800000,88,48,13,80,105,59
POI_02833,Road Booking Office - Bali,Indonesia,Coastal,-8.304041,115.132811,Booking Office,1.1,100,37,48,45,800000,79,57,11,68,92,73
POI_02834,Adventure Tech Hub - Prague,Czech Republic,Historical,50.059253,14.412038,Tech Hub,5.1,89,59,63,58,800000,55,67,12,62,76,73
POI_02835,Pacific Tourist Info - Kyoto,Japan,Historical,34.99174,135.726866,Tourist Info,7.3,98,23,10,56,800000,39,53,11,67,158,65
POI_02836,Pacific Tourist Info - Los Angeles,United States,Metropolitan,34.093426,-118.258427,Tourist Info,5.4,79,23,11,65,800000,31,73,10,80,112,80
POI_02837,China Tourist Info - New York,United States,Metropolitan,40.701638,-73.990212,Tourist Info,7.6,86,18,10,70,800000,51,78,9,67,150,80
POI_02838,China Corporate Office - San Francisco,United States,Suburban,37.77698,-122.462807,Corporate Office,2.0,100,67,67,55,800000,52,50,8,66,144,54
POI_02839,Wendy Visitor Center - United Kingdom,United Kingdom,Metropolitan,54.669593,-3.307496,Visitor Center,9.9,100,13,14,60,800000,58,71,9,77,59,95
POI_02840,Cox Business Center - Amsterdam,Netherlands,Island,52.372091,4.941576,Business Center,5.1,81,33,28,46,800000,76,52,8,89,42,73
POI_02841,Kuoni Travel Agency - Shanghai,China,Coastal,31.266578,121.484025,Travel Agency,10.7,100,57,66,59,800000,79,63,13,73,116,69
POI_02842,Virgin Marina - United Kingdom,United Kingdom,Rural,54.703467,-3.2497,Marina,4.1,79,79,60,44,800000,62,61,13,71,44,66
POI_02843,Jet2holidays Tour Office - France,France,Metropolitan,46.579059,1.876019,Tour Office,1.2,100,11,10,68,800000,42,73,8,61,129,78
POI_02844,Jet2holidays Business Hotel - Cancun,Mexico,Coastal,21.123338,-86.830453,Business Hotel,48.6,68,50,46,49,800000,67,55,24,62,136,65
POI_02845,On Resort - United Kingdom,United Kingdom,Coastal,54.718399,-3.269154,Resort,72.1,83,115,107,44,800000,81,68,13,69,204,70
POI_02846,On Luxury Hotel - Miami,United States,Coastal,25.774736,-80.215943,Luxury Hotel,66.3,91,65,50,50,800000,68,60,24,81,176,73
POI_02847,Travelzoo Tourist Office - United States,United States,Island,39.812676,-100.468294,Tourist Office,2.3,93,82,57,64,800000,72,68,9,79,117,58
POI_02848,Travelzoo Tourist Office - Cancun,Mexico,Coastal,21.184047,-86.823553,Tourist Office,1.6,100,37,31,59,800000,67,64,11,80,179,59
POI_02849,Secret Port - Berlin,Germany,Island,52.563651,13.396285,Port,7.6,82,113,150,43,800000,86,61,16,69,94,62
POI_02850,Luxury Corporate Office - France,France,Historical,46.621499,1.888239,Corporate Office,2.9,100,50,40,52,800000,36,72,11,69,103,66
POI_02851,Luxury Marina - Paris,France,Island,48.894253,2.362442,Marina,7.0,92,65,74,44,800000,87,67,17,69,42,67
POI_02852,Scenic Cruise Terminal - United Kingdom,United Kingdom,Mountain,54.721193,-3.255891,Cruise Terminal,157.4,94,94,54,56,800000,89,69,15,70,109,53
POI_02853,Scenic Cruise Port - Kyoto,Japan,Historical,34.992652,135.776354,Cruise Port,233.0,94,35,25,65,800000,44,69,15,80,109,71
POI_02854,Scenic Cruise Port - France,France,Rural,46.559942,1.855667,Cruise Port,150.0,89,67,53,58,800000,37,65,10,81,113,65
POI_02855,Emerald Tech Hub - Barcelona,Spain,Urban,41.379976,2.20171,Tech Hub,4.4,80,43,56,76,800000,31,67,14,61,163,64
POI_02856,Emerald Destination Office - Hong Kong,Hong Kong,Metropolitan,22.328456,114.208604,Destination Office,3.0,83,30,39,75,800000,57,66,8,64,28,80
POI_02857,Avalon Destination Office - United Kingdom,United Kingdom,Urban,54.737251,-3.302633,Destination Office,2.6,87,50,34,64,800000,34,77,10,73,127,61
POI_02858,Avalon Resort Hotel - Amsterdam,Netherlands,Urban,52.3234,4.890967,Resort Hotel,67.8,80,46,31,63,800000,45,85,24,88,317,73
POI_02859,Viking Marina - Kyoto,Japan,Historical,34.9902,135.790895,Marina,7.9,100,21,19,65,800000,35,65,16,64,149,65
POI_02860,Crystal Cruise Port - Sydney,Australia,Coastal,-33.876107,151.243167,Cruise Port,188.1,74,41,37,66,800000,66,71,17,86,164,65
POI_02861,Crystal Cruise Port - Miami,United States,Coastal,25.787883,-80.208741,Cruise Port,120.5,100,92,81,66,800000,86,64,17,76,34,54
POI_02862,Regent Cruise Port - France,France,Coastal,46.578775,1.866377,Cruise Port,83.8,93,46,45,44,800000,72,56,13,73,55,63
POI_02863,Regent Eco Lodge - Cancun,Mexico,Coastal,21.15831,-86.851277,Eco Lodge,6.4,78,76,81,47,800000,77,72,12,76,24,60
POI_02864,Regent Tech Hub - United Kingdom,United Kingdom,Mountain,54.745791,-3.278606,Tech Hub,6.5,100,105,73,62,800000,67,55,17,71,159,55
POI_02865,Seabourn Marina - San Francisco,United States,Island,37.730433,-122.383595,Marina,5.0,91,47,30,62,800000,69,68,15,67,116,58
POI_02866,Seabourn Executive Office - United States,United States,Historical,39.759083,-100.487441,Executive Office,1.3,94,54,80,60,800000,62,53,11,78,160,53
POI_02867,Club Executive Office - Kyoto,Japan,Historical,35.029237,135.791839,Executive Office,3.2,83,26,30,45,800000,56,69,10,60,120,60
POI_02868,Sandals Resort - Dubai,UAE,Metropolitan,25.247223,55.277435,Resort,82.3,88,32,39,59,800000,32,68,10,69,72,74
POI_02869,Sandals Luxury Hotel - Las Vegas,United States,Suburban,36.135634,-115.119674,Luxury Hotel,102.1,84,74,87,47,800000,43,63,24,74,109,66
POI_02870,Sandals Resort Hotel - France,France,Mountain,46.590533,1.844177,Resort Hotel,50.8,100,57,50,46,800000,69,48,24,67,429,74
POI_02871,Beaches Beach Resort - Seoul,South Korea,Rural,37.53339,126.968917,Beach Resort,30.7,100,98,55,63,800000,63,69,17,75,317,54
POI_02872,Beaches Resort - Auckland,New Zealand,Urban,-36.824347,174.769993,Resort,57.7,98,45,56,77,800000,54,73,13,80,164,53
POI_02873,Beaches Resort - Shanghai,China,Island,31.214987,121.446527,Resort,114.8,100,80,40,51,800000,61,66,12,71,184,57
POI_02874,RIU Beach Resort - Los Angeles,United States,Island,34.092545,-118.216314,Beach Resort,60.3,84,83,63,67,800000,70,62,8,64,202,58
POI_02875,RIU Resort - Miami,United States,Coastal,25.772365,-80.220845,Resort,105.4,79,107,83,51,800000,86,66,14,63,123,64
POI_02876,Atlantis Resort Hotel - Toronto,Canada,Mountain,43.696718,-79.343822,Resort Hotel,91.6,100,77,61,65,800000,85,56,24,68,259,64
POI_02877,Four Luxury Hotel - Toronto,Canada,Coastal,43.682855,-79.414553,Luxury Hotel,66.3,100,99,142,68,800000,85,56,24,67,164,63
POI_02878,Ritz-Carlton Travel Agency - Hong Kong,Hong Kong,Metropolitan,22.348018,114.14344,Travel Agency,6.0,98,13,9,69,800000,63,73,8,64,23,87
POI_02879,Ritz-Carlton Tourist Info - Athens,Greece,Historical,37.958231,23.710211,Tourist Info,5.6,85,30,14,54,800000,42,59,16,74,47,72
POI_02880,Ritz-Carlton Visitor Center - New York,United States,Metropolitan,40.707192,-74.031341,Visitor Center,12.0,87,34,31,69,800000,44,69,8,60,137,76
POI_02881,Mandarin Business Center - United States,United States,Historical,39.74312,-100.487123,Business Center,6.7,85,34,29,59,800000,33,67,14,72,127,69
POI_02882,Mandarin Corporate Lounge - Las Vegas,United States,Historical,36.158305,-115.11086,Corporate Lounge,5.8,100,59,26,46,800000,48,63,8,75,123,71
POI_02883,Aman Luxury Hotel - San Francisco,United States,Mountain,37.815273,-122.432981,Luxury Hotel,26.3,89,117,150,43,800000,68,73,24,76,170,55
POI_02884,Aman Business Hotel - Bali,Indonesia,Coastal,-8.348227,115.127465,Business Hotel,39.4,91,113,150,43,800000,64,56,24,68,41,56
POI_02885,Six Port - United Kingdom,United Kingdom,Coastal,54.675289,-3.309747,Port,10.5,100,100,86,44,800000,78,65,17,70,93,70
POI_02886,Six Tour Office - Bali,Indonesia,Coastal,-8.311017,115.102983,Tour Office,2.7,92,95,107,44,800000,76,74,10,78,152,58
POI_02887,Six Hotel - Paris,France,Coastal,48.890113,2.343205,Hotel,63.1,100,118,150,51,800000,88,58,24,81,159,67
POI_02888,Rosewood Mountain Resort - Barcelona,Spain,Rural,41.372447,2.140366,Mountain Resort,29.0,100,58,82,65,800000,50,69,12,81,394,68
POI_02889,Belmond Tourist Info - Singapore,Singapore,Metropolitan,1.393558,103.812841,Tourist Info,3.9,100,38,27,62,800000,59,79,12,76,134,75
POI_02890,Belmond Resort Hotel - Auckland,New Zealand,Suburban,-36.8266,174.764726,Resort Hotel,107.5,86,56,22,51,800000,35,58,24,70,200,60
POI_02891,Soneva Marina - London,United Kingdom,Metropolitan,51.545433,-0.166118,Marina,7.5,85,29,30,79,800000,64,81,14,76,148,93
