POI_ID,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index
POI_03008,Dubai Shopping District,UAE,Urban,25.156995,55.261263,Shopping District,Winter Season,5.3,97,No,5.6,1612.5,9.3,8.3,9:00 AM - 17:00 PM,8.8,489.79,9.7
POI_03009,Maldives Wildlife Sanctuary,Maldives,Island,3.240094,73.246872,Wildlife Sanctuary,April-June,4.6,47,Yes,5.9,2636.7,3.6,5.7,8:00 AM - 22:00 PM,5.1,496.25,4.4
POI_03010,Singapore Art Gallery,Singapore,Urban,1.326461,103.842965,Art Gallery,January-March,6.4,43,No,4.3,2369.5,3.1,6.9,24 Hours,5.2,213.56,6.9
POI_03011,Bangkok Beach Resort,Thailand,Urban,13.726453,100.519894,Beach Resort,January-March,6.2,105,Yes,5.2,536.6,4.3,4.5,24 Hours,6.2,240.83,5.8
POI_03012,Maldives Religious Site,Maldives,Island,3.181602,73.232898,Religious Site,April-June,6.1,108,No,5.4,1789.5,5.5,4.6,9:00 AM - 17:00 PM,5.9,265.31,6
POI_03013,New York Religious Site,United States,Urban,40.690259,-73.978559,Religious Site,Year-Round,5.9,18,Yes,8.1,20516.2,4.6,7.7,8:00 AM - 20:00 PM,5.5,154.17,6.1
POI_03014,Paris Beach Resort,France,Historical,48.834874,2.331001,Beach Resort,July-September,6.1,108,No,4,1819.4,5.1,4.6,24 Hours,3.9,289.04,4
POI_03015,Tokyo Theme Park,Japan,Urban,35.638728,139.669094,Theme Park,January-March,4.8,94,Yes,7.6,6535.3,4.5,4.4,9:00 AM - 18:00 PM,7.8,419.34,6
POI_03016,Singapore Archaeological Site,Singapore,Urban,1.389064,103.797819,Archaeological Site,January-March,6,35,Yes,6.3,290.9,5.4,5.1,24 Hours,6,57.41,5.8
POI_03017,Bali Shopping District,Indonesia,Island,-8.305915,115.110756,Shopping District,October-December,5,115,Yes,5.1,747.4,6.4,8.8,6:00 AM - 22:00 PM,7.8,231.29,8.7
POI_03018,Bangkok Food Market,Thailand,Urban,13.707803,100.504503,Food Market,Spring-Fall,5.6,96,Yes,5.6,5296.6,5.2,5,8:00 AM - 17:00 PM,5.6,299.62,5.9
POI_03019,Rome Art Gallery,Italy,Historical,41.887869,12.468733,Art Gallery,Spring-Fall,3.8,110,Yes,5.6,445.7,5.4,5.8,10:00 AM - 21:00 PM,4.8,206.22,4.9
POI_03020,Paris Wildlife Sanctuary,France,Historical,48.851741,2.331575,Wildlife Sanctuary,Winter Season,5.9,85,Yes,6.4,513.7,8,4.3,7:00 AM - 21:00 PM,4.5,245.91,4.6
POI_03021,Los Angeles Beach Resort,United States,Urban,34.031824,-118.288414,Beach Resort,Summer Season,5.7,77,No,5.3,1220,6.6,5.8,24 Hours,6.6,258.66,4.8
POI_03022,Barcelona Scenic Viewpoint,Spain,Coastal,41.39846,2.212848,Scenic Viewpoint,Winter Season,7.9,95,Yes,5.3,234.1,8.8,7.1,24 Hours,6.1,107.75,7.8
POI_03023,Singapore Museum,Singapore,Urban,1.338225,103.774198,Museum,Spring-Fall,6.2,28,Yes,6.2,472.5,6.2,5.7,24 Hours,5.9,415.86,7.5
POI_03024,New York Mountain Resort,United States,Urban,40.695519,-73.994573,Mountain Resort,Winter Season,5,107,Yes,8.5,770.2,6.8,6.4,24 Hours,7,149.59,8.2
POI_03025,Bangkok Theme Park,Thailand,Urban,13.723379,100.539405,Theme Park,July-September,4.5,16,No,4.1,463.9,7,3.3,8:00 AM - 19:00 PM,4.1,404.1,6.2
POI_03026,Phuket Art Gallery,Thailand,Coastal,7.874385,98.378529,Art Gallery,April-June,5.5,29,Yes,6.5,7104.1,5.5,5.8,24 Hours,5.8,247.6,8.9
POI_03027,New York Cultural Center,United States,Urban,40.678715,-73.973159,Cultural Center,October-December,6.7,41,No,5.4,1062.8,6.6,5.5,7:00 AM - 21:00 PM,4.9,122.37,6.4
POI_03028,Phuket Nature Park,Thailand,Coastal,7.856236,98.42973,Nature Park,Year-Round,7.2,92,No,4.2,2582.7,6.3,5.9,8:00 AM - 19:00 PM,6.7,148.55,4.6
POI_03029,Dubai Botanical Garden,UAE,Urban,25.161869,55.232814,Botanical Garden,Winter Season,4.4,76,Yes,5.6,13061.2,9.2,4.3,24 Hours,8.1,313.99,8
POI_03030,London Art Gallery,United Kingdom,Historical,51.518193,-0.142411,Art Gallery,January-March,6.4,24,No,3.8,5992.3,5.8,4.7,24 Hours,5.6,188.43,6.3
POI_03031,New York Museum,United States,Urban,40.691556,-74.025408,Museum,Year-Round,5.4,95,Yes,6.6,2282.6,4.6,6.8,24 Hours,8.9,54.73,8.4
POI_03032,Tokyo Mountain Resort,Japan,Urban,35.712278,139.632717,Mountain Resort,October-December,8.5,83,No,5.8,12339.3,5.4,5.8,24 Hours,9.1,112.28,7.4
POI_03033,Tokyo Food Market,Japan,Urban,35.690858,139.635959,Food Market,July-September,4.8,89,No,5.2,239.3,3.7,6,9:00 AM - 22:00 PM,5.5,83,5.2
POI_03034,Rome Wildlife Sanctuary,Italy,Historical,41.917662,12.543708,Wildlife Sanctuary,Winter Season,7.3,110,No,7.4,9147.5,9.7,6.6,9:00 AM - 19:00 PM,7.9,334.29,7.3
POI_03035,London Archaeological Site,United Kingdom,Historical,51.478749,-0.12109,Archaeological Site,Summer Season,8,108,No,5.1,637.7,7.5,5.5,7:00 AM - 22:00 PM,6.8,292.09,7.2
POI_03036,Bali Cultural Center,Indonesia,Island,-8.333014,115.113458,Cultural Center,July-September,5,84,Yes,8.9,29769.4,5.6,6.3,7:00 AM - 17:00 PM,9.2,460.98,8.6
POI_03037,Singapore Museum,Singapore,Urban,1.365455,103.813767,Museum,October-December,6.5,62,Yes,4.3,125.9,3.8,7.8,7:00 AM - 18:00 PM,7.3,177.83,6.7
POI_03038,New York Historical Monument,United States,Urban,40.685098,-74.055584,Historical Monument,July-September,6.2,113,Yes,5.7,14380.3,4.2,4.9,9:00 AM - 18:00 PM,4.6,446.35,5.9
POI_03039,Sydney Art Gallery,Australia,Coastal,-33.831147,151.187683,Art Gallery,April-June,5.9,119,No,5.4,209.3,4.1,4.3,8:00 AM - 22:00 PM,6.5,375.66,6.2
POI_03040,Bangkok Art Gallery,Thailand,Urban,13.713083,100.540079,Art Gallery,January-March,5.3,96,No,4.4,6909.8,4.9,6.2,9:00 AM - 17:00 PM,7.3,216.61,7.5
POI_03041,Paris Mountain Resort,France,Historical,48.89429,2.318422,Mountain Resort,July-September,9.1,100,No,7.5,944.7,4.4,8.1,24 Hours,8.4,126.5,7.3
POI_03042,Dubai Religious Site,UAE,Urban,25.213195,55.248697,Religious Site,Summer Season,5.7,82,Yes,8,4321.5,8.6,4.6,9:00 AM - 18:00 PM,8,145.76,7.4
POI_03043,Istanbul Historical Monument,Turkey,Historical,41.038118,28.984207,Historical Monument,Winter Season,7.3,87,Yes,7.3,1359,6.9,8.4,10:00 AM - 21:00 PM,8,316.27,5.1
POI_03044,New York Cultural Center,United States,Urban,40.748131,-74.011609,Cultural Center,Winter Season,5,60,Yes,4.6,4029.3,9.8,4.5,9:00 AM - 21:00 PM,5.7,76.51,4.9
POI_03045,Paris Art Gallery,France,Historical,48.86522,2.372429,Art Gallery,Year-Round,5.7,44,Yes,5.1,9020.1,3.1,7.3,24 Hours,5.3,458.41,6
POI_03046,Sydney Shopping District,Australia,Coastal,-33.908074,151.256178,Shopping District,January-March,6.9,58,No,3.7,8937,3.1,5.5,24 Hours,5.8,286.16,4.3
POI_03047,Singapore Mountain Resort,Singapore,Urban,1.38096,103.796873,Mountain Resort,April-June,5,54,Yes,5.4,1229.6,5.6,5.2,24 Hours,8.3,155.34,6.6
POI_03048,Istanbul Beach Resort,Turkey,Historical,41.042013,28.989535,Beach Resort,Spring-Fall,9.2,68,Yes,8.5,2261.3,4.9,8.1,24 Hours,5.8,485.11,9.1
POI_03049,Bali Theme Park,Indonesia,Island,-8.295839,115.110481,Theme Park,Year-Round,8.8,59,Yes,6.6,514.6,6.1,8.6,6:00 AM - 21:00 PM,8.3,71.47,6.5
POI_03050,Paris Mountain Resort,France,Historical,48.848463,2.395822,Mountain Resort,Year-Round,5,47,No,4.9,1324.4,5.1,5.9,24 Hours,5.8,397.4,5.9
POI_03051,Singapore Historical Monument,Singapore,Urban,1.362703,103.845002,Historical Monument,Year-Round,7.3,37,No,8.7,5797.7,4.9,5.6,10:00 AM - 18:00 PM,8.2,256.23,9.5
POI_03052,Istanbul Cultural Center,Turkey,Historical,41.012578,29.012931,Cultural Center,April-June,3.7,69,No,3.9,1177,7,3.3,7:00 AM - 17:00 PM,5.1,123.14,5.8
POI_03053,Tokyo Theme Park,Japan,Urban,35.72494,139.652728,Theme Park,Winter Season,4.8,76,No,6.5,467.4,8,6.2,24 Hours,6.8,321.27,7
POI_03054,London Cultural Center,United Kingdom,Historical,51.495791,-0.110932,Cultural Center,Summer Season,9.1,116,Yes,8.7,1514.1,8.5,7,6:00 AM - 20:00 PM,6.4,162.86,6.9
POI_03055,Phuket Shopping District,Thailand,Coastal,7.909019,98.382959,Shopping District,Winter Season,4.3,70,Yes,5.9,12750.2,6.8,5.3,7:00 AM - 17:00 PM,5,419.19,4.3
POI_03056,Paris Art Gallery,France,Historical,48.899432,2.319024,Art Gallery,Spring-Fall,10,80,Yes,6.3,12565.2,4.7,5.9,24 Hours,6.5,366.81,8.3
POI_03057,Bali Historical Monument,Indonesia,Island,-8.293835,115.12414,Historical Monument,April-June,4.5,57,Yes,7,856.2,5,5.9,6:00 AM - 19:00 PM,7.1,250.95,5.9
POI_03058,Istanbul Archaeological Site,Turkey,Historical,40.973223,28.98882,Archaeological Site,Winter Season,4.5,23,Yes,4.1,5597.5,6.3,4.3,24 Hours,4.9,74.79,6.9
POI_03059,Phuket Shopping District,Thailand,Coastal,7.889947,98.398055,Shopping District,Spring-Fall,7,64,Yes,6.1,13987.3,5.2,7.1,24 Hours,8.5,154.78,8.1
POI_03060,Istanbul Theme Park,Turkey,Historical,40.992295,29.024055,Theme Park,Spring-Fall,6,73,No,3.4,212.4,3.6,5.2,24 Hours,5.2,125.36,6
POI_03061,London Cultural Center,United Kingdom,Historical,51.535187,-0.151458,Cultural Center,July-September,3.4,101,Yes,4.3,2349.3,3.8,5.2,9:00 AM - 22:00 PM,5,208.31,3.9
POI_03062,Barcelona Nature Park,Spain,Coastal,41.431151,2.145173,Nature Park,Winter Season,7.5,32,Yes,6.5,17248.7,8,6.3,6:00 AM - 20:00 PM,6.4,163.78,7.8
POI_03063,Bangkok Wildlife Sanctuary,Thailand,Urban,13.786487,100.502307,Wildlife Sanctuary,Year-Round,4.5,93,No,7.2,22593.7,5.3,5,8:00 AM - 20:00 PM,7.7,363.55,7.5
POI_03064,Sydney Historical Monument,Australia,Coastal,-33.876264,151.185477,Historical Monument,Winter Season,4.4,84,No,6.4,1383.8,9.3,8.3,10:00 AM - 19:00 PM,8,373.97,6.5
POI_03065,Bangkok Art Gallery,Thailand,Urban,13.797384,100.455704,Art Gallery,Spring-Fall,7.4,115,No,5.3,23510.7,3.6,7.9,24 Hours,6.5,337.89,5.2
POI_03066,London Cultural Center,United Kingdom,Historical,51.522397,-0.109725,Cultural Center,October-December,5.1,111,Yes,7.1,3850.8,3,5.9,24 Hours,5.5,339.23,6.2
POI_03067,New York Adventure Park,United States,Urban,40.718934,-74.033881,Adventure Park,January-March,6.5,41,Yes,7.2,4257.6,4.8,8.2,6:00 AM - 21:00 PM,5.9,222.14,6
POI_03068,Los Angeles Beach Resort,United States,Urban,34.027317,-118.259452,Beach Resort,Year-Round,5.2,112,Yes,6.1,984.3,5.2,5.3,24 Hours,6.5,282.81,6.2
POI_03069,Bali Adventure Park,Indonesia,Island,-8.357673,115.080495,Adventure Park,Spring-Fall,6.4,105,No,6.1,1962.2,6.5,5.4,24 Hours,7.6,304.42,7.9
POI_03070,Dubai Food Market,UAE,Urban,25.228113,55.266314,Food Market,Year-Round,6.9,22,Yes,6.9,3574.4,4.8,4.9,24 Hours,6.5,452.66,8.1
POI_03071,Rome Nature Park,Italy,Historical,41.946594,12.513511,Nature Park,Summer Season,4.5,101,Yes,5.5,2119.9,6.3,4.3,7:00 AM - 19:00 PM,7.2,165.82,6.9
POI_03072,Bangkok Religious Site,Thailand,Urban,13.762057,100.530628,Religious Site,April-June,5.8,72,No,6.5,945.3,5.7,7,8:00 AM - 21:00 PM,6.6,447.19,6.9
POI_03073,London Nature Park,United Kingdom,Historical,51.485359,-0.104907,Nature Park,October-December,4.6,27,No,3.3,1076.3,4.7,3.6,24 Hours,5.5,401,4.1
POI_03074,Sydney Food Market,Australia,Coastal,-33.90939,151.257097,Food Market,Summer Season,7.1,100,No,6.1,92822.8,7.5,8.4,9:00 AM - 17:00 PM,6.5,85.32,6.2
POI_03075,Sydney Archaeological Site,Australia,Coastal,-33.835109,151.24267,Archaeological Site,Year-Round,5.7,45,No,4.8,36536.1,4.4,3.5,7:00 AM - 18:00 PM,5.7,482.26,5.7
POI_03076,Maldives Museum,Maldives,Island,3.166911,73.255367,Museum,April-June,4.5,30,No,7.2,291.5,3.5,5.1,10:00 AM - 19:00 PM,6.4,233.63,5.9
POI_03077,Paris Archaeological Site,France,Historical,48.87984,2.349429,Archaeological Site,January-March,6.2,85,Yes,5,141.3,6,4.8,24 Hours,4.2,209.49,6.1
POI_03078,Barcelona Theme Park,Spain,Coastal,41.405224,2.15151,Theme Park,July-September,3.7,45,Yes,4.5,370.3,6.4,4.8,8:00 AM - 22:00 PM,5,136.07,6.2
POI_03079,Rome Beach Resort,Italy,Historical,41.914885,12.452695,Beach Resort,Winter Season,4.2,21,No,4.3,7789,7.4,6.6,24 Hours,5.3,469.79,6.5
POI_03080,London Art Gallery,United Kingdom,Historical,51.502554,-0.176491,Art Gallery,Summer Season,6.8,67,No,4.7,796.1,7.3,4.9,24 Hours,4.7,387.11,5.5
POI_03081,Rome Shopping District,Italy,Historical,41.853629,12.532344,Shopping District,October-December,5.6,21,Yes,9.5,2153.5,6.2,9.9,6:00 AM - 18:00 PM,7.9,144.85,9.3
POI_03082,Sydney Religious Site,Australia,Coastal,-33.835505,151.220028,Religious Site,April-June,7.8,47,Yes,6.3,1650.8,5.2,5.9,8:00 AM - 20:00 PM,6.2,399.57,7.9
POI_03083,Singapore Food Market,Singapore,Urban,1.380561,103.849542,Food Market,July-September,5.2,104,No,6.3,2072.6,6.9,5.4,6:00 AM - 19:00 PM,6,157.47,7.8
POI_03084,Dubai Archaeological Site,UAE,Urban,25.184321,55.228125,Archaeological Site,October-December,7.6,55,No,4.9,3094,6,5.3,24 Hours,7.5,168.04,6.8
POI_03085,Dubai Religious Site,UAE,Urban,25.21342,55.314735,Religious Site,Spring-Fall,4.8,114,No,4.1,331,6,5.3,24 Hours,6.2,396.69,7.7
POI_03086,Dubai Botanical Garden,UAE,Urban,25.227153,55.305457,Botanical Garden,July-September,7.5,116,No,4.6,8986.9,4.3,6,24 Hours,6.8,410,6.8
POI_03087,Barcelona Religious Site,Spain,Coastal,41.354964,2.221489,Religious Site,Winter Season,5.4,72,No,5.5,2965.2,9.2,4,7:00 AM - 20:00 PM,6.5,171.48,5.1
POI_03088,Bali Art Gallery,Indonesia,Island,-8.360199,115.111265,Art Gallery,July-September,7.5,104,Yes,8,334.5,3.3,5.7,6:00 AM - 18:00 PM,6.5,155.21,7.8
POI_03089,London Botanical Garden,United Kingdom,Historical,51.472667,-0.176994,Botanical Garden,October-December,7.2,118,No,7,28001.3,4.1,5.5,6:00 AM - 18:00 PM,8.4,279.81,9
POI_03090,Tokyo Mountain Resort,Japan,Urban,35.703948,139.602297,Mountain Resort,October-December,6,26,Yes,3.5,4715.3,5.5,3.5,24 Hours,4.6,85.99,5.5
POI_03091,Maldives Cultural Center,Maldives,Island,3.226212,73.181813,Cultural Center,April-June,5.1,47,Yes,5.5,1688,5.9,5.3,9:00 AM - 17:00 PM,4.9,410.95,5.5
POI_03092,London Food Market,United Kingdom,Historical,51.495144,-0.132753,Food Market,July-September,6.5,15,Yes,5,479.2,3.7,6.8,24 Hours,7.5,376.59,7.9
POI_03093,Barcelona Nature Park,Spain,Coastal,41.410325,2.167224,Nature Park,October-December,9.5,86,Yes,9.8,8250.5,3.5,5.1,24 Hours,8,128.85,9.3
POI_03094,Maldives Historical Monument,Maldives,Island,3.162955,73.181363,Historical Monument,October-December,5.5,81,No,6.9,2845.1,7,5.2,8:00 AM - 22:00 PM,6.1,320.34,6.1
POI_03095,Tokyo Adventure Park,Japan,Urban,35.708001,139.635117,Adventure Park,Year-Round,6.5,86,No,4.9,79.1,5.2,4,7:00 AM - 19:00 PM,6.7,299.32,5.3
POI_03096,Singapore Botanical Garden,Singapore,Urban,1.375554,103.795083,Botanical Garden,July-September,4.6,23,Yes,3.8,1936.4,3.6,4.1,8:00 AM - 21:00 PM,6.4,182.86,4.8
POI_03097,Bali Botanical Garden,Indonesia,Island,-8.290705,115.09813,Botanical Garden,January-March,5,76,Yes,3.7,1470.7,5.5,5.9,10:00 AM - 19:00 PM,6.1,117.95,7.1
POI_03098,Barcelona Food Market,Spain,Coastal,41.39297,2.17772,Food Market,Year-Round,5,15,Yes,7.1,1892.8,3.9,5.1,8:00 AM - 18:00 PM,4.6,480.58,6
POI_03099,Bali Shopping District,Indonesia,Island,-8.382021,115.062588,Shopping District,October-December,4.6,112,Yes,7.3,4251,5.5,5.1,6:00 AM - 17:00 PM,8.1,342.01,6.4
POI_03100,Phuket Religious Site,Thailand,Coastal,7.91899,98.363284,Religious Site,Spring-Fall,5.1,31,Yes,5.9,13089.1,6.8,3.5,24 Hours,4.4,331.35,5.6
POI_03101,London Cultural Center,United Kingdom,Historical,51.526682,-0.101906,Cultural Center,Spring-Fall,5.8,42,Yes,6.8,396.6,4.3,7.9,6:00 AM - 20:00 PM,7.9,132.7,8.3
POI_03102,Dubai Beach Resort,UAE,Urban,25.233173,55.275313,Beach Resort,April-June,5.1,27,No,4.3,6422,5.2,6.4,24 Hours,5.7,186.49,6.1
POI_03103,Bangkok Beach Resort,Thailand,Urban,13.735933,100.474462,Beach Resort,Summer Season,6.9,117,No,5.6,819.8,9.2,4.2,24 Hours,4.7,240.83,5.2
POI_03104,Singapore Scenic Viewpoint,Singapore,Urban,1.395949,103.815054,Scenic Viewpoint,April-June,5.5,100,Yes,6.8,2668.5,4.5,6.6,6:00 AM - 20:00 PM,7.5,146.08,6.3
POI_03105,Bali Religious Site,Indonesia,Island,-8.295759,115.094023,Religious Site,Summer Season,6,79,No,8.4,46921.7,9.5,5.4,6:00 AM - 21:00 PM,7,420.76,6.6
POI_03106,Singapore Art Gallery,Singapore,Urban,1.327275,103.808829,Art Gallery,Spring-Fall,5.1,87,No,5.9,316.3,6.6,5.3,8:00 AM - 18:00 PM,4.5,218.58,4.7
POI_03107,Phuket Archaeological Site,Thailand,Coastal,7.918154,98.358529,Archaeological Site,Year-Round,7.7,101,Yes,7.1,380.1,4.8,4.3,10:00 AM - 18:00 PM,5,429.55,6.1
POI_03108,Tokyo Art Gallery,Japan,Urban,35.720049,139.664342,Art Gallery,October-December,5.8,49,No,4.9,51659.3,3.2,6.8,6:00 AM - 19:00 PM,7.6,435.99,7.4
POI_03109,Sydney Food Market,Australia,Coastal,-33.889397,151.23714,Food Market,Summer Season,4.3,108,No,6.6,104,7,6,24 Hours,5.1,327.73,6
POI_03110,Bangkok Theme Park,Thailand,Urban,13.803174,100.474743,Theme Park,Year-Round,4,19,No,6.3,1462.4,3,5.1,9:00 AM - 21:00 PM,4.5,70.16,6.8
POI_03111,Bangkok Beach Resort,Thailand,Urban,13.730962,100.472894,Beach Resort,Year-Round,7,40,No,7,271.4,3.9,7.8,24 Hours,6.9,366.75,8.1
POI_03112,Rome Botanical Garden,Italy,Historical,41.909573,12.450912,Botanical Garden,April-June,6.1,31,Yes,6.6,12037.5,3.7,7.5,24 Hours,7,442.09,6.4
POI_03113,Rome Botanical Garden,Italy,Historical,41.934984,12.470582,Botanical Garden,January-March,5.3,46,No,5.1,1245.4,4.9,5.6,7:00 AM - 17:00 PM,6,257.57,4.1
POI_03114,New York Archaeological Site,United States,Urban,40.717046,-73.984528,Archaeological Site,Winter Season,5.1,68,Yes,3.5,1901.9,8.8,4.1,6:00 AM - 22:00 PM,4.2,177.1,5.2
POI_03115,New York Mountain Resort,United States,Urban,40.682869,-74.023307,Mountain Resort,Summer Season,4.4,84,No,4.5,8180.9,8.5,6,24 Hours,5,216.19,6.5
POI_03116,Istanbul Theme Park,Turkey,Historical,41.036461,28.962273,Theme Park,July-September,4.1,42,No,4.6,1121.6,4,4,8:00 AM - 17:00 PM,5,440.65,4.1
POI_03117,Phuket Mountain Resort,Thailand,Coastal,7.854559,98.410602,Mountain Resort,Spring-Fall,5.9,24,No,7.3,1533,6.7,9.4,24 Hours,9.1,176.23,6.3
POI_03118,Los Angeles Wildlife Sanctuary,United States,Urban,34.047084,-118.259027,Wildlife Sanctuary,Winter Season,7.1,59,No,5.9,2439.4,9.8,9.3,10:00 AM - 19:00 PM,7.1,468.07,8.1
POI_03119,Rome Religious Site,Italy,Historical,41.908861,12.458253,Religious Site,Spring-Fall,3.6,106,No,5.1,15760.7,4.3,4.9,9:00 AM - 20:00 PM,4.2,464.93,4.6
POI_03120,Tokyo Theme Park,Japan,Urban,35.665586,139.619308,Theme Park,April-June,5.1,117,Yes,3.5,19.4,6.1,4.2,24 Hours,6.2,441.52,4.3
POI_03121,Barcelona Food Market,Spain,Coastal,41.34081,2.176251,Food Market,Winter Season,6.6,40,No,5.4,110.8,9.4,4,24 Hours,6.3,143.37,4.2
POI_03122,Singapore Adventure Park,Singapore,Urban,1.324768,103.850596,Adventure Park,July-September,5.7,73,No,3.6,5496,5.5,3.9,10:00 AM - 22:00 PM,4.4,251.31,6.4
POI_03123,Maldives Scenic Viewpoint,Maldives,Island,3.188971,73.200944,Scenic Viewpoint,Summer Season,5.1,76,Yes,4.8,1951.8,7.1,3.8,6:00 AM - 22:00 PM,5.5,352.06,5.3
POI_03124,Paris Scenic Viewpoint,France,Historical,48.841776,2.384759,Scenic Viewpoint,Spring-Fall,7.3,108,No,6.5,1551.4,4.5,7.7,6:00 AM - 19:00 PM,5.7,61.14,5.1
POI_03125,Paris Theme Park,France,Historical,48.844255,2.335515,Theme Park,Year-Round,5.7,77,No,8.3,1191.3,6.5,5.5,10:00 AM - 19:00 PM,8.6,428.05,6.6
POI_03126,Bali Adventure Park,Indonesia,Island,-8.342193,115.063508,Adventure Park,Year-Round,7.2,90,No,6.3,1721.3,5.8,7.2,8:00 AM - 19:00 PM,5.2,428.87,7.2
POI_03127,Singapore Historical Monument,Singapore,Urban,1.389723,103.858079,Historical Monument,Summer Season,5.1,29,Yes,5.3,1959.4,9.9,8.7,10:00 AM - 19:00 PM,5.9,114.65,6.6
POI_03128,Rome Shopping District,Italy,Historical,41.881813,12.487818,Shopping District,Summer Season,6.9,59,No,3.9,1801.8,8.5,4.4,24 Hours,5.4,197.46,4.7
POI_03129,New York Historical Monument,United States,Urban,40.759373,-73.975949,Historical Monument,July-September,7.3,70,No,8.3,5553.5,3,4.7,9:00 AM - 22:00 PM,7.5,391.71,5.2
POI_03130,Paris Shopping District,France,Historical,48.812602,2.391707,Shopping District,April-June,4.7,45,No,5.1,592.5,6.8,4.7,8:00 AM - 18:00 PM,5.6,113.51,5.2
POI_03131,London Art Gallery,United Kingdom,Historical,51.513572,-0.119954,Art Gallery,April-June,4.4,97,No,5.1,25112.4,6.4,5.6,7:00 AM - 22:00 PM,4.8,188.51,4.6
POI_03132,Dubai Nature Park,UAE,Urban,25.156379,55.312313,Nature Park,Winter Season,6.9,112,Yes,5.8,7214.4,9.4,8.3,8:00 AM - 20:00 PM,7.7,193.48,7.6
POI_03133,Paris Historical Monument,France,Historical,48.902076,2.318298,Historical Monument,April-June,5.3,16,Yes,8.2,10848.7,5.7,4.7,24 Hours,5.7,223.55,8.3
POI_03134,Barcelona Mountain Resort,Spain,Coastal,41.428045,2.214423,Mountain Resort,Winter Season,5.1,107,Yes,5.6,8916.8,6.2,5.2,24 Hours,6.5,475.07,5.9
POI_03135,New York Nature Park,United States,Urban,40.754799,-74.010767,Nature Park,April-June,7.9,85,Yes,4.7,304.2,4.2,7.4,10:00 AM - 19:00 PM,7.1,179.1,4.9
POI_03136,Rome Nature Park,Italy,Historical,41.914057,12.517413,Nature Park,Year-Round,5.7,36,No,5.7,5827.9,6.7,5.3,24 Hours,8.4,494.04,9.1
POI_03137,Maldives Museum,Maldives,Island,3.252652,73.190486,Museum,Summer Season,4.6,67,No,6.4,3821.5,7.5,6.2,9:00 AM - 22:00 PM,5.8,407.79,6.5
POI_03138,Tokyo Archaeological Site,Japan,Urban,35.717895,139.640527,Archaeological Site,Summer Season,4,45,No,4.3,359.8,9,5.4,7:00 AM - 21:00 PM,5.9,333.63,5.4
POI_03139,Rome Religious Site,Italy,Historical,41.935008,12.469996,Religious Site,January-March,7.1,87,Yes,5.3,1841.4,3.8,4.4,9:00 AM - 20:00 PM,6.8,63.05,7.2
POI_03140,Dubai Botanical Garden,UAE,Urban,25.180491,55.234782,Botanical Garden,Summer Season,4.9,29,Yes,9,5193.4,6.5,5.2,7:00 AM - 20:00 PM,9,189.55,8.9
POI_03141,Phuket Shopping District,Thailand,Coastal,7.880798,98.411693,Shopping District,Spring-Fall,4.6,69,No,8.1,1217.2,3.1,8.2,10:00 AM - 18:00 PM,6.2,128.71,6.5
POI_03142,Rome Adventure Park,Italy,Historical,41.926825,12.477927,Adventure Park,Spring-Fall,5.5,32,No,4,1544.9,6.6,3.7,24 Hours,5.8,240.15,5.9
POI_03143,New York Botanical Garden,United States,Urban,40.704957,-74.005536,Botanical Garden,July-September,6.5,79,No,4.3,2309,4.9,6.7,6:00 AM - 22:00 PM,4.8,446.72,6.3
POI_03144,Bangkok Art Gallery,Thailand,Urban,13.758154,100.501316,Art Gallery,January-March,3.7,36,No,5.5,559,5.1,4,6:00 AM - 21:00 PM,6,240.19,6.1
POI_03145,Dubai Scenic Viewpoint,UAE,Urban,25.218904,55.316287,Scenic Viewpoint,April-June,5.5,69,No,6.4,16349.2,6.5,5.4,10:00 AM - 20:00 PM,6,340.57,4.3
POI_03146,Tokyo Historical Monument,Japan,Urban,35.714424,139.644193,Historical Monument,April-June,8,94,No,7.6,27616,4.9,7.2,24 Hours,8.4,450.41,7.2
POI_03147,Paris Scenic Viewpoint,France,Historical,48.879281,2.3025,Scenic Viewpoint,Year-Round,7.3,21,Yes,6.2,1628.1,3.4,4.7,6:00 AM - 20:00 PM,5.7,72.4,7.4
POI_03148,Phuket Scenic Viewpoint,Thailand,Coastal,7.927256,98.413654,Scenic Viewpoint,October-December,5.4,34,Yes,6.4,2036.8,4.8,6.2,24 Hours,6.8,491.39,4.5
POI_03149,Dubai Art Gallery,UAE,Urban,25.160017,55.29644,Art Gallery,July-September,5.1,104,Yes,4.5,1708.6,5.8,5.9,8:00 AM - 17:00 PM,4.8,455.3,4.4
POI_03150,Sydney Shopping District,Australia,Coastal,-33.865083,151.227217,Shopping District,January-March,5.6,110,Yes,3.7,7978.5,4.3,6.6,24 Hours,4.6,76.8,4.2
POI_03151,Bangkok Art Gallery,Thailand,Urban,13.80325,100.526082,Art Gallery,January-March,7.9,77,Yes,7,591.2,4.8,6.7,8:00 AM - 19:00 PM,8.4,230.72,8.4
POI_03152,Singapore Museum,Singapore,Urban,1.3087,103.828714,Museum,July-September,4.8,86,No,6.4,1435.3,4.9,7.5,9:00 AM - 21:00 PM,6.8,155.46,6.3
