POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms
POI_02330,COMP_0016,TripAdvisor,France,Cruise Line,2023,139501596,113456029,10,127004.73,12729.5,4.5,7,5.6,0.83,0.72,1440.76,139734.23,8.8,Disappointing considering the price point charged,Booking.com
POI_02331,COMP_0008,Best Western,Japan,Cruise Line,2021,2563020,2071166,8.4,295554.43,59923.43,7.9,4.2,4.9,0.87,0.77,794.09,355477.86,7.2,Would definitely return for another visit soon,TripAdvisor
POI_02332,COMP_0002,Hilton Worldwide,Indonesia,Tour Operator,2020,5502494,4861592,8.8,278636.35,58226.43,4.9,4.6,6,0.77,0.59,253.84,336862.78,8,Professional service and attention to detail,Airbnb
POI_02333,COMP_0030,Insight Vacations,France,Travel Agency,2022,1063358,763610,7.4,311975.21,68634.25,5.9,5.1,7.1,0.68,0.53,576.03,380609.46,5,Highly recommended for first-time visitors,TripAdvisor
POI_02334,COMP_0007,Choice Hotels,United States,Hotel Chain,2022,20066676,14436922,6.8,165410.46,31009.05,3.4,4.9,6.7,0.76,0.59,402.32,196419.51,4.5,Relaxing environment with modern amenities available,Direct Website
POI_02335,COMP_0028,Trafalgar Tours,United States,Hotel Chain,2020,16292625,12038498,7.4,74556.31,11951.83,7,4.4,6.4,0.54,0.54,705.16,86508.14,5.4,Professional service and attention to detail,Direct Website
POI_02336,COMP_0024,MSC Cruises,Indonesia,Tour Operator,2024,451732,384905,6.2,356710.18,82684.05,5.6,5.4,5.9,0.82,0.58,1799.6,439394.23,3.7,Disappointing considering the price point charged,Direct Website
POI_02337,COMP_0019,G Adventures,Australia,Travel Agency,2024,2831099,1996310,6.1,118127.06,29422.12,2.9,5.8,5.1,0.94,0.46,424.07,147549.18,5.9,Highly recommended for first-time visitors,Expedia
POI_02338,COMP_0013,Expedia Group,Spain,Resort,2021,5636788,3955231,7.3,489695.84,54758.81,3.6,6.9,5.6,0.74,0.67,1373.6,544454.65,5.5,Amazing experience with exceptional service and beautiful facilities,Airbnb
POI_02339,COMP_0026,Celebrity Cruises,Indonesia,Tour Operator,2020,509684,388668,8.9,493330.35,114201.62,3.3,7.1,8.9,0.69,0.7,592.35,607531.97,4.6,Facility could use some updates and maintenance,TripAdvisor
POI_02340,COMP_0010,Minor Hotels,Singapore,Travel Agency,2023,5173691,4193486,7.4,269450.97,29517.15,5.8,6.2,6.6,0.32,0.69,1733.24,298968.12,4,Great location but slightly crowded during peak season,TripAdvisor
POI_02341,COMP_0009,Radisson Hotel Group,Singapore,Tour Operator,2022,580519,444572,6.9,81604.2,18250.91,6,3.8,5.8,0.58,0.56,1580.37,99855.11,4.2,Relaxing environment with modern amenities available,Booking.com
POI_02342,COMP_0004,Hyatt Hotels,Thailand,Travel Agency,2022,2927193,2402164,9.4,84970.94,17701.73,6.7,4.8,6.3,0.98,0.75,572.95,102672.67,9.1,Highly recommended for first-time visitors,Expedia
POI_02343,COMP_0015,Airbnb Inc,Spain,Hotel Chain,2023,4256574,3620627,8.2,131538.22,14884.62,3.9,5.2,8.1,0.92,0.58,213.22,146422.84,7.5,Amazing experience with exceptional service and beautiful facilities,Direct Website
POI_02344,COMP_0002,Hilton Worldwide,Singapore,Cruise Line,2024,691223,519655,9.4,191788.9,43464.5,8.4,8.5,5.2,0.75,0.8,606.2,235253.4,8.1,Breathtaking views and stunning natural scenery,Direct Website
POI_02345,COMP_0002,Hilton Worldwide,Turkey,Hotel Chain,2022,1605000,1234887,9.6,347146.84,46228.25,5.7,6.6,7.5,0.36,0.9,3016.32,393375.09,9.3,Relaxing environment with modern amenities available,TripAdvisor
POI_02346,COMP_0011,NH Hotel Group,United Kingdom,Cruise Line,2021,6858146,5245100,6.2,174315.36,41882.11,4,6.2,4.4,0.67,0.52,2258.94,216197.47,3.7,Highly recommended for first-time visitors,Airbnb
POI_02347,COMP_0009,Radisson Hotel Group,Spain,Resort,2021,145450927,106311188,8.5,240799.41,48545.33,7.7,8.3,6.7,0.78,0.77,2384.94,289344.74,5.8,Perfect destination for families with children,Expedia
POI_02348,COMP_0028,Trafalgar Tours,Turkey,Hotel Chain,2021,911976,783545,8.1,161357.06,36417.92,5.6,7.3,4.7,0.68,0.7,2876.32,197774.98,8.1,Good value for money with comfortable accommodations,Booking.com
POI_02349,COMP_0006,Wyndham Hotels,Indonesia,Travel Agency,2023,1726103,1245644,6.7,110266.59,17806.71,2.7,4.2,5.3,0.92,0.5,433.08,128073.3,5.2,Best vacation spot we have visited recently,Airbnb
POI_02350,COMP_0002,Hilton Worldwide,Italy,Resort,2020,1842290,1601317,8.4,346477.2,36758.26,8.3,4.7,4.3,0.85,0.56,1503.84,383235.46,5.7,Highly recommended for first-time visitors,Airbnb
POI_02351,COMP_0001,Marriott International,Indonesia,Tour Operator,2024,717829,622765,6.1,270744.42,64931.26,3.2,4.2,4.1,0.31,0.57,301.37,335675.68,3.5,Great location but slightly crowded during peak season,TripAdvisor
POI_02352,COMP_0008,Best Western,Singapore,Hotel Chain,2020,405091,285376,6.4,284252.29,36498.09,5.4,5.3,5.4,0.63,0.59,1379.58,320750.38,4.5,Lovely place with authentic local experiences,Direct Website
POI_02353,COMP_0004,Hyatt Hotels,Italy,Hotel Chain,2021,1834507,1327644,7.3,353340.32,65776.98,5.4,6.9,4.9,0.46,0.67,347.56,419117.3,6.2,Breathtaking views and stunning natural scenery,Airbnb
POI_02354,COMP_0019,G Adventures,Singapore,Cruise Line,2020,714690,614356,8.5,61672.26,8178.61,4.5,7.3,8.5,0.57,0.75,1189.32,69850.87,5.3,Would definitely return for another visit soon,Airbnb
POI_02355,COMP_0005,Accor Hotels,France,Tour Operator,2024,26038311,18594203,7.9,139259.25,29370.71,4.4,6,6.2,0.72,0.63,635.18,168629.96,4.9,Beautiful setting with convenient location access,Airbnb
POI_02356,COMP_0014,Booking Holdings,Indonesia,Tour Operator,2023,307695,235522,7.1,306153.25,53414.28,4.6,4.8,7.1,0.55,0.58,1639.65,359567.53,6.7,Unforgettable experience with lasting memories,TripAdvisor
POI_02357,COMP_0001,Marriott International,UAE,Tour Operator,2020,11756214,10273230,9.2,302196.58,63672.97,3.5,7.9,6.5,0.78,0.75,920.46,365869.55,5.4,Unforgettable experience with lasting memories,Expedia
POI_02358,COMP_0030,Insight Vacations,Turkey,Hotel Chain,2020,2858812,2354306,6.3,63814.32,11805.01,3.2,6.2,4.8,0.43,0.4,362.67,75619.33,4.9,Relaxing environment with modern amenities available,Expedia
POI_02359,COMP_0026,Celebrity Cruises,Singapore,Travel Agency,2024,4613815,4132405,8.4,265841.56,52401.63,7.7,7.6,5.1,0.41,0.63,695.48,318243.19,6.8,Best vacation spot we have visited recently,Airbnb
POI_02360,COMP_0007,Choice Hotels,United States,Travel Agency,2020,476408,354935,7.8,51241.84,9506.52,7.7,5.8,6,0.45,0.61,483.28,60748.36,4.9,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website
POI_02361,COMP_0025,Disney Cruise Line,Indonesia,Hotel Chain,2020,4782663,3673212,7.5,366176.48,73875.71,5.8,5.7,7.1,0.34,0.66,374.13,440052.19,4.4,Facility could use some updates and maintenance,TripAdvisor
POI_02362,COMP_0017,TUI Group,Turkey,Travel Agency,2023,1390309,1151055,8.2,188945.39,37662.88,6.9,5.1,5.9,0.41,0.62,1751.91,226608.27,7,Professional service and attention to detail,Booking.com
POI_02363,COMP_0028,Trafalgar Tours,Italy,Hotel Chain,2024,1826590,1552655,7.5,302414.93,70960.85,7,5.4,5.1,0.6,0.53,752.9,373375.78,6.2,Exceeded expectations in every possible way,TripAdvisor
POI_02364,COMP_0017,TUI Group,Spain,Tour Operator,2022,3787284,3306473,6.4,387811.43,87806.68,6,4.8,3.3,0.37,0.52,818.36,475618.11,3.6,Breathtaking views and stunning natural scenery,TripAdvisor
POI_02365,COMP_0010,Minor Hotels,Japan,Tour Operator,2021,4291046,3695411,6.4,91739.21,19899.05,6.4,6,4.9,0.52,0.51,1338.88,111638.26,5.2,Beautiful setting with convenient location access,Expedia
POI_02366,COMP_0015,Airbnb Inc,Singapore,Hotel Chain,2021,940934,820765,6.1,133200.14,19364.02,2.2,4.6,3.5,0.93,0.54,2137.47,152564.16,5.9,Disappointing considering the price point charged,Direct Website
POI_02367,COMP_0012,Melia Hotels,United Kingdom,Tour Operator,2024,16881067,12249839,8,196449.09,39671.95,5.1,4.6,6.8,0.7,0.69,775.29,236121.04,4.3,Lovely place with authentic local experiences,Booking.com
POI_02368,COMP_0030,Insight Vacations,Singapore,Cruise Line,2024,2959106,2116756,6.2,96157.6,24036.36,4.4,5.9,4.8,0.72,0.45,460.52,120193.96,3.2,Facility could use some updates and maintenance,Direct Website
POI_02369,COMP_0026,Celebrity Cruises,United States,Resort,2024,3236903,2741290,6.7,240248.52,59703.76,3.7,4.4,4,0.87,0.46,1598.56,299952.28,4.3,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor
POI_02370,COMP_0008,Best Western,United States,Cruise Line,2024,2610150,2259197,7.5,344429.3,49425.09,3.9,4.6,5.3,0.79,0.46,342.37,393854.39,5.2,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor
POI_02371,COMP_0009,Radisson Hotel Group,United States,Tour Operator,2022,235904,173182,8.4,379867.2,40608.33,2.9,6.8,7,0.42,0.68,304.16,420475.53,8.3,Clean and comfortable with friendly staff members,Booking.com
POI_02372,COMP_0003,IHG Hotels,United States,Cruise Line,2024,3347183,2402265,9.1,269586.36,45517.22,8,6.3,5.2,0.65,0.57,340.65,315103.58,6.9,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor
POI_02373,COMP_0016,TripAdvisor,Indonesia,Resort,2021,421031,311481,6.8,378319.31,68512.06,5,4.4,5.6,0.68,0.51,1564.04,446831.37,5.7,Disappointing considering the price point charged,Booking.com
POI_02374,COMP_0006,Wyndham Hotels,United Kingdom,Cruise Line,2022,1552593,1251961,9.5,99176.64,12769.67,3.3,7.4,6.4,0.68,0.79,1714.41,111946.31,7.8,Professional service and attention to detail,Direct Website
POI_02375,COMP_0024,MSC Cruises,United Kingdom,Resort,2020,18805617,13884274,8.5,438672.39,60990.15,5.9,6.4,5.4,0.59,0.52,499.35,499662.54,4.4,Would definitely return for another visit soon,Booking.com
POI_02376,COMP_0023,Norwegian Cruise Line,UAE,Hotel Chain,2021,924075,804934,6.1,245477.87,57608.86,2.4,4.2,3.5,0.37,0.5,2298.88,303086.73,6,Lovely place with authentic local experiences,TripAdvisor
POI_02377,COMP_0030,Insight Vacations,United States,Cruise Line,2022,3283926,2507401,6.8,406278.85,78432.4,5.2,4.5,5.3,0.51,0.59,474.5,484711.25,4.5,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website
POI_02378,COMP_0023,Norwegian Cruise Line,Italy,Resort,2022,654333,492385,6.8,313895.84,32309.39,4.8,5.3,4.3,0.79,0.62,1176.12,346205.23,3.5,Good value for money with comfortable accommodations,Airbnb
POI_02379,COMP_0029,Contiki Holidays,Singapore,Travel Agency,2024,2520739,1845051,6.8,184787.49,41292.06,3.6,4.5,6.2,0.44,0.54,2042.1,226079.55,6.1,Relaxing environment with modern amenities available,Booking.com
POI_02380,COMP_0024,MSC Cruises,France,Hotel Chain,2022,1040680,742491,9,370386.89,74560.25,3,7.6,8.8,0.84,0.8,939.63,444947.14,7,Disappointing considering the price point charged,Direct Website
POI_02381,COMP_0021,Carnival Corporation,Spain,Cruise Line,2022,1873969,1371932,9.8,354712.14,61618.42,7.7,9.2,6.4,0.88,0.7,446.64,416330.56,8.8,Exceeded expectations in every possible way,Expedia
POI_02382,COMP_0024,MSC Cruises,UAE,Travel Agency,2024,2553810,2162492,8.7,223930.27,53218.75,8.5,6.3,6.6,0.48,0.82,702.06,277149.02,4.6,Excellent staff and well-maintained property throughout,Expedia
POI_02383,COMP_0029,Contiki Holidays,France,Travel Agency,2024,2048125,1647409,7.5,223951.18,46323.96,3.9,5.4,5.3,0.48,0.53,1005.6,270275.14,4.4,Beautiful setting with convenient location access,Direct Website
POI_02384,COMP_0013,Expedia Group,Singapore,Cruise Line,2021,9301216,7371473,9.9,480910.72,113341.55,4.1,6.9,8.5,0.45,0.66,2019.15,594252.27,6.8,Lovely place with authentic local experiences,TripAdvisor
POI_02385,COMP_0009,Radisson Hotel Group,United States,Hotel Chain,2021,1682933,1351587,6.6,444875.98,108463.57,2.6,3.7,3.5,0.9,0.61,249.19,553339.55,3.7,Unforgettable experience with lasting memories,Direct Website
POI_02386,COMP_0011,NH Hotel Group,France,Travel Agency,2024,910008,703012,7,368973.25,88334.62,4.6,5.9,5.3,0.97,0.44,668.28,457307.87,6.3,Lovely place with authentic local experiences,TripAdvisor
POI_02387,COMP_0017,TUI Group,United States,Tour Operator,2022,7350261,6257910,8.9,155356.54,32243.1,7.6,6.8,6.8,0.83,0.79,2644.36,187599.64,6,Outstanding service exceeded our expectations completely,Airbnb
POI_02388,COMP_0025,Disney Cruise Line,UAE,Resort,2020,5566506,4536194,6.7,429346.56,54271.03,6.3,3.5,6.1,0.65,0.6,2850.8,483617.59,6.2,Breathtaking views and stunning natural scenery,Direct Website
POI_02389,COMP_0017,TUI Group,Thailand,Travel Agency,2024,6200425,4566275,7.2,220812.46,25135.73,6.6,6.1,6.8,0.4,0.53,213.56,245948.19,4.6,Clean and comfortable with friendly staff members,Booking.com
POI_02390,COMP_0012,Melia Hotels,Thailand,Resort,2020,652322,462687,8.3,51365.49,10614.64,6.6,7.2,7.6,0.64,0.78,971.9,61980.13,7.9,Unforgettable experience with lasting memories,Airbnb
POI_02391,COMP_0016,TripAdvisor,Spain,Resort,2021,3654876,3182534,8.3,99286.32,17401.67,8,5.5,4.8,0.86,0.73,1905.96,116687.99,5,Unforgettable experience with lasting memories,Airbnb
POI_02392,COMP_0020,Intrepid Travel,United States,Hotel Chain,2021,7693722,6599212,9.7,231662.39,28597.23,3.1,8.4,9.4,0.65,0.7,741.38,260259.62,8,Highly recommended for first-time visitors,Expedia
POI_02393,COMP_0004,Hyatt Hotels,Japan,Travel Agency,2024,6316254,5137586,8,169908.09,41799.63,7.4,5.3,6.7,0.83,0.57,904.08,211707.72,4.7,Perfect destination for families with children,Booking.com
POI_02394,COMP_0020,Intrepid Travel,France,Travel Agency,2024,2987076,2207639,8,85120.39,20055.16,7.7,7.2,7.2,0.57,0.62,2611.36,105175.55,6.4,Breathtaking views and stunning natural scenery,Booking.com
POI_02395,COMP_0016,TripAdvisor,France,Tour Operator,2021,499310,404300,9.7,453689.09,55489.5,8.5,8.8,5.3,0.72,0.75,307.65,509178.59,9.4,Unforgettable experience with lasting memories,TripAdvisor
POI_02396,COMP_0014,Booking Holdings,Australia,Cruise Line,2024,4161748,3385870,8.7,93666.21,22677.95,6.4,6.2,8.6,0.39,0.64,1083.46,116344.16,6.2,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website
POI_02397,COMP_0010,Minor Hotels,United Kingdom,Hotel Chain,2023,741141,533654,7.7,420281.23,102796.88,3.1,4.5,4.6,0.59,0.63,400.28,523078.11,6.3,Would definitely return for another visit soon,Direct Website
POI_02398,COMP_0009,Radisson Hotel Group,United Kingdom,Resort,2022,119063,87345,7.4,465309.17,107419.08,6.5,4.3,4.9,0.64,0.6,342.94,572728.25,5.8,Good value for money with comfortable accommodations,Airbnb
POI_02399,COMP_0026,Celebrity Cruises,United Kingdom,Resort,2020,526390,395070,8.4,267140.3,54499.84,5.4,7.3,6.1,0.39,0.63,625.8,321640.14,4.9,Clean and comfortable with friendly staff members,Expedia
POI_02400,COMP_0017,TUI Group,Singapore,Tour Operator,2023,2230072,1812290,6.9,120651.09,24895.16,2.3,5.5,6,0.53,0.53,1719.12,145546.25,6.7,Lovely place with authentic local experiences,Booking.com
POI_02401,COMP_0023,Norwegian Cruise Line,Australia,Tour Operator,2020,1093575,858814,8.6,159904.43,32625.48,8.1,5.6,4.8,0.51,0.7,1479.08,192529.91,7.9,Would definitely return for another visit soon,Booking.com
POI_02402,COMP_0030,Insight Vacations,Australia,Travel Agency,2022,1318353,929958,8.9,410947.09,75562.6,4.9,4.7,8.5,0.97,0.76,268.62,486509.69,7.7,Breathtaking views and stunning natural scenery,TripAdvisor
POI_02403,COMP_0022,Royal Caribbean,Indonesia,Hotel Chain,2020,1134208,974293,8.7,271452.54,49525.37,5.4,7.9,6.3,0.45,0.57,1004.84,320977.91,7.6,Facility could use some updates and maintenance,Expedia
POI_02404,COMP_0019,G Adventures,United States,Resort,2021,15891759,12053618,7,339328.01,42811.59,4,5.3,4.1,0.58,0.51,798.95,382139.6,4.5,Highly recommended for first-time visitors,Direct Website
POI_02405,COMP_0005,Accor Hotels,Spain,Resort,2023,2395778,1796790,9.4,58359.02,10122.49,3.7,6.2,6.3,0.58,0.69,597.02,68481.51,6.6,Unforgettable experience with lasting memories,Expedia
POI_02406,COMP_0007,Choice Hotels,Indonesia,Hotel Chain,2024,6174262,4487208,7.8,209313.37,21460.94,5.1,4.8,7.3,0.42,0.47,2370.93,230774.31,5.6,Breathtaking views and stunning natural scenery,Booking.com
POI_02407,COMP_0014,Booking Holdings,United Kingdom,Cruise Line,2024,5830057,4390282,7.9,345442.6,77322.9,2.8,6.9,6.3,0.89,0.55,366.16,422765.5,6.5,Relaxing environment with modern amenities available,Expedia
POI_02408,COMP_0023,Norwegian Cruise Line,UAE,Hotel Chain,2023,429344,358739,7.3,66483.15,15421.92,4,6.8,5.5,0.75,0.56,1387.16,81905.07,5.3,Highly recommended for first-time visitors,TripAdvisor
POI_02409,COMP_0013,Expedia Group,Indonesia,Travel Agency,2021,539816,386374,9.3,95627.27,14056.62,5.5,5,7.4,0.32,0.76,441,109683.89,7.8,Beautiful setting with convenient location access,Direct Website
POI_02410,COMP_0017,TUI Group,Indonesia,Resort,2022,1207912,845840,7.9,458074.67,51812.96,6.3,6.8,5.7,0.54,0.71,1576.58,509887.63,7,Facility could use some updates and maintenance,Airbnb
POI_02411,COMP_0022,Royal Caribbean,Spain,Cruise Line,2023,61847,45398,7.6,152218.29,19900.25,6.9,5.9,7.2,0.3,0.62,1360.71,172118.54,5.4,Relaxing environment with modern amenities available,Airbnb
POI_02412,COMP_0018,Thomas Cook,Spain,Tour Operator,2020,312145,233087,8.8,248085.41,37554.68,5.6,6.4,7.4,0.3,0.71,2487.44,285640.09,7.1,Facility could use some updates and maintenance,Booking.com
POI_02413,COMP_0029,Contiki Holidays,United States,Tour Operator,2023,964843,831117,6.4,151306.98,15612.04,3.8,4,3.6,0.9,0.58,1070.46,166919.02,4.1,Disappointing considering the price point charged,Airbnb
POI_02414,COMP_0008,Best Western,Indonesia,Cruise Line,2020,1574703,1106188,8.3,164212.4,18247.33,3.1,5.5,6.9,0.44,0.76,331.86,182459.73,5.3,Perfect destination for families with children,Direct Website
POI_02415,COMP_0011,NH Hotel Group,Indonesia,Hotel Chain,2022,4660005,3359732,7.2,68075.14,7619.47,4.5,4.4,6.2,0.98,0.64,321.66,75694.61,3.7,Outstanding service exceeded our expectations completely,Expedia
POI_02416,COMP_0025,Disney Cruise Line,Spain,Cruise Line,2024,6559604,5117086,7.1,198076.74,30710.83,4.1,6.3,4.1,0.41,0.58,831.2,228787.57,5.6,Would definitely return for another visit soon,Expedia
POI_02417,COMP_0001,Marriott International,Thailand,Tour Operator,2024,5496087,4132436,7.7,60007.98,6542.62,7.2,5,6.5,0.54,0.58,1879.89,66550.6,4.8,Breathtaking views and stunning natural scenery,Direct Website
POI_02418,COMP_0002,Hilton Worldwide,Italy,Tour Operator,2022,196209,157206,9.7,300527.7,67957.5,6.3,8.8,5.5,0.76,0.74,363.21,368485.2,8.5,Clean and comfortable with friendly staff members,Direct Website
POI_02419,COMP_0013,Expedia Group,United States,Cruise Line,2023,569404,498086,8.7,86394.4,10003.52,3.1,6.8,4.9,0.32,0.73,2081.84,96397.92,7.3,Outstanding service exceeded our expectations completely,Airbnb
POI_02420,COMP_0030,Insight Vacations,France,Tour Operator,2023,1906696,1438813,9.5,155373.24,27753.43,7.8,9,8,0.85,0.66,2114.67,183126.67,6.1,Facility could use some updates and maintenance,Airbnb
POI_02421,COMP_0021,Carnival Corporation,France,Tour Operator,2023,5544260,4217731,8.7,308448.72,38030.77,6.7,5,5.3,0.92,0.73,495.26,346479.49,6.5,Would definitely return for another visit soon,Expedia
POI_02422,COMP_0019,G Adventures,UAE,Travel Agency,2021,395072,314216,7.9,183505.4,26984.05,3,4.4,7.8,0.99,0.59,559.05,210489.45,7.1,Good value for money with comfortable accommodations,TripAdvisor
POI_02423,COMP_0020,Intrepid Travel,Singapore,Resort,2024,8703239,7583737,8.4,482254.97,89414.58,7.8,7.6,5.6,0.45,0.67,1482.4,571669.55,7.1,Professional service and attention to detail,Booking.com
POI_02424,COMP_0024,MSC Cruises,France,Cruise Line,2020,3276712,2309603,7.8,132949.35,18975.56,3,7.2,6.8,0.59,0.71,1631.07,151924.91,5.3,Clean and comfortable with friendly staff members,Airbnb
POI_02425,COMP_0025,Disney Cruise Line,United States,Travel Agency,2020,1477256,1061319,9.7,79803.94,14896.84,9,5.3,7.8,0.54,0.86,1487.24,94700.78,7.7,Great location but slightly crowded during peak season,TripAdvisor
POI_02426,COMP_0007,Choice Hotels,Singapore,Travel Agency,2021,1686151,1429778,10,198113.13,30811.05,3.2,5.1,5.2,0.99,0.94,303.69,228924.18,6.7,Perfect destination for families with children,TripAdvisor
POI_02427,COMP_0013,Expedia Group,Australia,Resort,2022,5125693,4373139,9,56403.22,12361.93,7.4,6.6,6,0.5,0.75,2026.96,68765.15,8.8,Perfect destination for families with children,Airbnb
POI_02428,COMP_0011,NH Hotel Group,United States,Resort,2024,7085056,6283114,9.4,101930.93,11978.46,6.7,5.8,5.7,0.69,0.86,2092.28,113909.39,5,Facility could use some updates and maintenance,Booking.com
POI_02429,COMP_0002,Hilton Worldwide,France,Travel Agency,2020,549146,398753,7.5,445002.42,95422.41,5.5,6.3,6.4,0.67,0.7,1540.68,540424.83,7.1,Lovely place with authentic local experiences,Direct Website
POI_02430,COMP_0026,Celebrity Cruises,Spain,Hotel Chain,2021,714556,597743,7.4,359281.68,59521.66,2.9,4.8,5.6,0.78,0.68,1139.98,418803.34,5.9,Unforgettable experience with lasting memories,Airbnb
POI_02431,COMP_0001,Marriott International,Japan,Resort,2020,965737,832682,9.4,297662.85,48408.52,9.1,6.2,6.9,0.79,0.86,352.46,346071.37,7,Highly recommended for first-time visitors,Booking.com
POI_02432,COMP_0027,Abercrombie & Kent,United States,Cruise Line,2023,48236,40397,6.7,486442.55,111453.52,6.7,6.4,5.6,0.89,0.46,427.26,597896.07,5.4,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb
POI_02433,COMP_0028,Trafalgar Tours,United Kingdom,Hotel Chain,2020,5786112,5065102,8.1,428512.18,94783.9,3,4.8,7,0.42,0.53,1368.98,523296.08,6.3,Lovely place with authentic local experiences,Direct Website
POI_02434,COMP_0001,Marriott International,France,Travel Agency,2024,1023373,724638,8.3,115433.41,12577.89,4.6,5.2,4.8,0.57,0.6,2074.68,128011.3,7.2,Peaceful atmosphere perfect for relaxation and unwinding,Booking.com
POI_02435,COMP_0024,MSC Cruises,Turkey,Cruise Line,2021,13797,10693,8.1,155844.47,23932.21,4.9,4.1,4.4,0.65,0.53,292.14,179776.68,7.2,Relaxing environment with modern amenities available,Airbnb
POI_02436,COMP_0026,Celebrity Cruises,Singapore,Cruise Line,2024,20066300,15346091,6.1,53058.33,8598.19,3.2,5.5,5.6,0.44,0.39,2652.96,61656.52,5,Amazing experience with exceptional service and beautiful facilities,Airbnb
POI_02437,COMP_0009,Radisson Hotel Group,Spain,Resort,2020,383551,306005,8.9,362305.08,56992.79,3.7,7.7,7.7,0.89,0.65,563.64,419297.87,4.5,Highly recommended for first-time visitors,TripAdvisor
POI_02438,COMP_0016,TripAdvisor,United States,Tour Operator,2023,10875739,7971878,8.1,406623.66,54203.21,6,5.8,7.3,0.78,0.52,591.75,460826.87,6,Excellent staff and well-maintained property throughout,Expedia
POI_02439,COMP_0014,Booking Holdings,Italy,Tour Operator,2023,2717947,1906257,8,287360.78,49321.97,3.1,6.3,6,0.55,0.74,1428.03,336682.75,5.3,Unforgettable experience with lasting memories,TripAdvisor
POI_02440,COMP_0017,TUI Group,Japan,Cruise Line,2020,6870151,5428523,7.3,226499.19,50218.15,4.9,6,3.9,0.85,0.57,2561.64,276717.34,6,Exceeded expectations in every possible way,Direct Website
POI_02441,COMP_0012,Melia Hotels,United States,Travel Agency,2020,564881,406236,7,222193.2,26585.37,3.7,3.6,5.7,0.52,0.6,503.38,248778.57,3.7,Disappointing considering the price point charged,Expedia
POI_02442,COMP_0019,G Adventures,France,Cruise Line,2021,4234894,3575125,10,103925.38,14055.34,4.5,9.4,6.9,0.93,0.72,1385.73,117980.72,5,Disappointing considering the price point charged,Airbnb
POI_02443,COMP_0016,TripAdvisor,Turkey,Hotel Chain,2022,2694783,2257534,9.1,351162.53,54861.86,3,7.2,4.6,0.49,0.71,188.61,406024.39,8.7,Clean and comfortable with friendly staff members,Expedia
POI_02444,COMP_0026,Celebrity Cruises,Indonesia,Hotel Chain,2020,1328232,1191921,8.5,380097.18,60173.96,4.7,6.4,8.1,0.36,0.64,1225.68,440271.14,5.9,Professional service and attention to detail,Expedia
POI_02445,COMP_0007,Choice Hotels,Spain,Travel Agency,2021,12745123,9491549,9.3,470958.23,94858.64,4.4,7.2,6,0.4,0.88,2178.04,565816.87,8.8,Excellent staff and well-maintained property throughout,Expedia
POI_02446,COMP_0013,Expedia Group,Turkey,Cruise Line,2024,2661010,2164890,8.1,373419.05,48281.2,3.1,5.5,5.9,0.95,0.67,1260.62,421700.25,7.6,Best vacation spot we have visited recently,Expedia
POI_02447,COMP_0002,Hilton Worldwide,United States,Cruise Line,2022,5023809,3772583,7.6,301338.86,54947.77,6.3,4.6,5.9,0.6,0.6,1058.58,356286.63,4.3,Would definitely return for another visit soon,Airbnb
POI_02448,COMP_0024,MSC Cruises,Singapore,Resort,2020,17738908,15732885,8,222957.65,28020.13,4.4,5.4,6.2,0.37,0.56,769.11,250977.78,4.9,Clean and comfortable with friendly staff members,TripAdvisor
POI_02449,COMP_0020,Intrepid Travel,United States,Hotel Chain,2022,999270,754658,9.6,320605.1,39495.98,4.4,9,9.5,0.87,0.82,2555.76,360101.08,7.6,Breathtaking views and stunning natural scenery,TripAdvisor
POI_02450,COMP_0026,Celebrity Cruises,Spain,Travel Agency,2023,1661114,1273566,6.7,489458.76,98151.4,6.3,5.4,5.6,0.3,0.52,1188.22,587610.16,4.8,Clean and comfortable with friendly staff members,Expedia
POI_02451,COMP_0011,NH Hotel Group,Spain,Cruise Line,2024,5002310,3958872,8.6,298258.79,51741.24,3.2,7,6.3,0.74,0.72,1223.28,350000.03,7,Professional service and attention to detail,Booking.com
POI_02452,COMP_0030,Insight Vacations,United Kingdom,Cruise Line,2020,1221311,983896,9.9,377739.7,86841.07,7.7,5.6,6.7,0.86,0.68,1624.32,464580.77,7.4,Outstanding service exceeded our expectations completely,Expedia
POI_02453,COMP_0025,Disney Cruise Line,France,Resort,2024,9774325,8734646,7.6,149378.17,24076.23,6.9,4.9,6.4,0.8,0.57,1749.48,173454.4,7.1,Good value for money with comfortable accommodations,Expedia
POI_02454,COMP_0007,Choice Hotels,Spain,Hotel Chain,2020,9928876,8178206,7.7,164611.57,35746.05,2.8,5,5.7,0.82,0.66,363.7,200357.62,5.7,Would definitely return for another visit soon,Direct Website
