POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,  
POI_02770,Friends,4,56-65,United States,6.3,6.4,Breathtaking views,285.56,4.6,Car,24 hours,5.9,
POI_02771,Solo,1,18-25,United Kingdom,9.7,10,Perfect for families,127.52,9.6,Flight,60 mins,9.3,
POI_02772,Friends,6,26-35,Australia,8.1,8.4,Highly recommended destination,129.14,5,Train,240 mins,7.8,
POI_02773,Family,4,26-35,Japan,7.2,6.8,Amazing experience with great service,454.69,4.9,Bus,120 hours,6.8,
POI_02774,Solo,1,36-45,China,9.3,9,Peaceful and relaxing atmosphere,742.85,6.9,Car,60 mins,8.7,
POI_02775,Solo,1,65+,Japan,9,9.5,Unforgettable memories created,699.89,7.5,Car,60 mins,9.7,
POI_02776,Friends,7,26-35,Canada,6.7,6.7,Unforgettable memories created,436.42,6.5,Cruise,60 mins,6.7,
POI_02777,Couple,2,46-55,Canada,7.5,7.1,Breathtaking views,781.53,6.6,Flight,120 mins,6.8,
POI_02778,Family,4,18-25,France,7.8,8.6,Good value for money,196.52,8.3,Cruise,30 mins,8.1,
POI_02779,Friends,3,46-55,United States,8.5,8.7,Unforgettable memories created,615.86,8.4,Bus,60 mins,8.4,
POI_02780,Solo,1,26-35,China,6.1,6.6,Amazing experience with great service,502.29,5.3,Flight,180 mins,6.9,
POI_02781,Solo,1,56-65,United States,6.8,6.3,Excellent facilities and staff,446.62,4.2,Car,72 hours,5.8,
POI_02782,Family,3,26-35,Japan,6.2,6.8,Excellent facilities and staff,176.05,6.5,Car,240 mins,6.5,
POI_02783,Family,4,36-45,Canada,9.2,9.1,Good value for money,742.91,5.2,Bus,90 mins,9.2,
POI_02784,Family,3,46-55,Canada,7.3,7.2,Unforgettable memories created,769.78,4.6,Flight,30 mins,7.4,
POI_02785,Friends,6,36-45,United Kingdom,7.8,7.4,Good value for money,306.48,6.6,Cruise,96 hours,6.8,
POI_02786,Couple,2,65+,Japan,6.7,7.2,Peaceful and relaxing atmosphere,751.64,3.7,Flight,120 mins,7.8,
POI_02787,Friends,3,56-65,Japan,9,8.2,Could be better maintained,488.03,6.3,Car,60 mins,9,
POI_02788,Family,3,26-35,France,7.7,7.6,Breathtaking views,579.7,6.3,Flight,72 hours,7.5,
POI_02789,Friends,6,26-35,Germany,8.2,8.6,Peaceful and relaxing atmosphere,278.83,5.5,Bus,24 hours,9,
POI_02790,Couple,2,65+,Australia,8.4,8.1,Perfect for families,577.65,6.7,Cruise,60 mins,8.9,
POI_02791,Solo,1,26-35,Germany,6.5,6.5,Good value for money,462.73,6.3,Flight,180 mins,6,
POI_02792,Friends,5,18-25,United Kingdom,7.7,7.5,Amazing experience with great service,245.56,5.3,Cruise,60 mins,7.7,
POI_02793,Couple,2,46-55,Canada,9.4,9.3,Breathtaking views,454.43,8,Bus,120 mins,8.5,
POI_02794,Family,4,36-45,United States,6.7,6.3,Good value for money,503.25,5.3,Car,180 mins,5.8,
POI_02795,Friends,3,56-65,Germany,9.9,9.1,Unforgettable memories created,341.22,6.3,Car,90 mins,9.8,
POI_02796,Couple,2,65+,China,8.5,8.6,Good value for money,726.23,7.8,Car,240 mins,8.6,
POI_02797,Solo,1,26-35,Australia,9.6,9,Peaceful and relaxing atmosphere,210.31,5.2,Flight,120 mins,9.6,
POI_02798,Solo,1,65+,France,6.8,7.5,Peaceful and relaxing atmosphere,791.51,7.5,Cruise,120 mins,7,
POI_02799,Friends,6,65+,Canada,6.4,6.1,Good value for money,533.02,3.3,Flight,60 mins,5.6,
POI_02800,Family,4,26-35,United States,7,7.8,Excellent facilities and staff,781.26,6.7,Train,240 mins,7.8,
POI_02801,Couple,2,56-65,France,7.7,7.3,Highly recommended destination,337.86,4.7,Cruise,120 hours,7.5,
POI_02802,Solo,1,65+,France,10,9.6,Perfect for families,221.28,6.3,Bus,240 mins,10,
POI_02803,Solo,1,36-45,China,8.7,9.1,Perfect for families,294.37,5.5,Train,90 mins,9.3,
POI_02804,Solo,1,18-25,Canada,7.5,7.8,Could be better maintained,350.94,5.8,Cruise,240 mins,8.2,
POI_02805,Couple,2,46-55,Canada,6.6,7.3,Excellent facilities and staff,550.8,5.6,Car,30 mins,6.7,
POI_02806,Solo,1,65+,Canada,7.4,7.7,Good value for money,324.06,6.6,Car,240 mins,7.8,
POI_02807,Friends,6,56-65,United Kingdom,8.7,8.8,Beautiful location but crowded,694.98,8.2,Bus,72 hours,9.5,
POI_02808,Couple,2,26-35,Australia,9.7,9.7,Could be better maintained,428.06,7.4,Cruise,72 hours,8.8,
POI_02809,Family,5,65+,Canada,7.7,7.4,Beautiful location but crowded,240.94,4.3,Car,90 mins,6.9,
POI_02810,Friends,6,65+,Germany,9,9,Breathtaking views,435.21,7.1,Car,120 mins,8.2,
POI_02811,Solo,1,26-35,Germany,6.9,6.9,Unforgettable memories created,506.43,4.3,Car,120 mins,7.1,
POI_02812,Friends,6,56-65,Australia,9.7,8.9,Beautiful location but crowded,194.17,5.1,Cruise,60 mins,8.8,
POI_02813,Friends,7,56-65,France,8.7,9,Highly recommended destination,570.69,8.3,Bus,180 mins,8.7,
POI_02814,Couple,2,46-55,United States,10,9.4,Peaceful and relaxing atmosphere,729.66,6.9,Train,120 mins,10,
POI_02815,Couple,2,18-25,China,9.6,9.4,Excellent facilities and staff,164.81,9.1,Bus,72 hours,9.3,
POI_02816,Solo,1,56-65,Australia,9.1,9.1,Good value for money,403.37,6.5,Bus,240 mins,8.3,
POI_02817,Couple,2,26-35,United States,6.9,6.9,Breathtaking views,793.08,4.2,Train,90 mins,6.4,
POI_02818,Family,4,26-35,France,8.1,8.8,Beautiful location but crowded,303,6.6,Flight,90 mins,8.9,
POI_02819,Solo,1,26-35,United Kingdom,6.3,7,Peaceful and relaxing atmosphere,184.74,3.5,Cruise,60 mins,6.3,
POI_02820,Family,5,46-55,China,7.9,8.7,Beautiful location but crowded,601.74,5,Cruise,180 mins,8.5,
POI_02821,Solo,1,56-65,Japan,10,9.2,Good value for money,131.72,5.7,Flight,240 mins,8.7,
POI_02822,Solo,1,26-35,Australia,9.1,9,Breathtaking views,663.95,8.8,Bus,96 hours,8.1,
POI_02823,Friends,6,36-45,France,7.6,7.1,Perfect for families,674.78,5,Flight,60 mins,6.9,
POI_02824,Couple,2,46-55,Japan,9.3,9.1,Good value for money,499.83,7.7,Car,240 mins,9.6,
POI_02825,Couple,2,65+,Canada,9,9.3,Perfect for families,322.98,6.9,Bus,120 mins,9.2,
POI_02826,Friends,3,56-65,United States,7.2,7.1,Could be better maintained,725.07,5,Flight,60 mins,6.8,
POI_02827,Couple,2,65+,Germany,6.3,6.2,Highly recommended destination,786.24,3.8,Cruise,60 mins,6.6,
POI_02828,Friends,6,36-45,China,6.4,6.8,Good value for money,379.47,4.2,Bus,240 mins,7.4,
POI_02829,Couple,2,65+,Australia,7.9,7.6,Beautiful location but crowded,104.85,4.2,Cruise,240 mins,8,
POI_02830,Family,4,26-35,France,9.9,9.8,Perfect for families,695.32,7.9,Bus,120 mins,8.9,
POI_02831,Solo,1,65+,China,8.2,8.1,Perfect for families,555.18,4.2,Cruise,90 mins,8.7,
POI_02832,Couple,2,46-55,United States,8.6,9.5,Beautiful location but crowded,463.22,7,Cruise,90 mins,9.5,
POI_02833,Family,5,65+,Germany,5.9,6.1,Breathtaking views,169.71,3.4,Flight,240 mins,6.3,
POI_02834,Solo,1,26-35,Germany,9.2,9.2,Highly recommended destination,726.47,4.8,Cruise,30 mins,10,
POI_02835,Friends,4,26-35,Canada,5.9,6.2,Excellent facilities and staff,521.3,3.6,Flight,60 mins,6.1,
POI_02836,Solo,1,46-55,China,10,9.4,Unforgettable memories created,612.84,9.1,Flight,90 mins,9.7,
POI_02837,Solo,1,36-45,France,7,7.1,Breathtaking views,226.11,5.8,Bus,60 mins,7.7,
POI_02838,Friends,4,65+,Germany,6.7,6.4,Amazing experience with great service,557.87,4.5,Car,180 mins,6.1,
POI_02839,Solo,1,26-35,United Kingdom,7.3,6.7,Breathtaking views,301.46,5.6,Bus,60 mins,7.1,
POI_02840,Family,5,18-25,China,9.9,9,Peaceful and relaxing atmosphere,726.82,8.7,Bus,30 mins,8.3,
POI_02841,Solo,1,18-25,Canada,7,7.6,Good value for money,737.23,5,Cruise,180 mins,7.1,
POI_02842,Couple,2,46-55,Germany,8.2,7.5,Unforgettable memories created,158.7,5.5,Flight,180 mins,6.9,
POI_02843,Solo,1,56-65,Germany,9.8,9.7,Excellent facilities and staff,624.54,6.5,Flight,48 hours,9,
POI_02844,Solo,1,18-25,China,7,7.5,Unforgettable memories created,303.72,4.2,Flight,48 hours,8.1,
POI_02845,Family,5,56-65,Canada,8,7.7,Unforgettable memories created,313.7,4.2,Cruise,240 mins,7.1,
POI_02846,Friends,5,18-25,Australia,7.5,8.3,Excellent facilities and staff,570.64,5,Cruise,120 hours,7.7,
POI_02847,Friends,3,56-65,Germany,7.7,8,Highly recommended destination,551.47,6,Bus,90 mins,7.2,
POI_02848,Couple,2,65+,Canada,6.5,6.5,Amazing experience with great service,435.04,3.7,Train,96 hours,6.5,
POI_02849,Solo,1,56-65,Japan,9.8,9,Beautiful location but crowded,248.14,8.6,Train,48 hours,9.9,
POI_02850,Friends,5,46-55,Australia,9,9.8,Could be better maintained,248.8,9.6,Bus,30 mins,9.6,
POI_02851,Solo,1,26-35,Canada,9.5,9.3,Perfect for families,417.55,8.3,Bus,90 mins,8.5,
POI_02852,Friends,7,18-25,Australia,6.3,6.3,Could be better maintained,624.4,5.5,Bus,180 mins,5.7,
POI_02853,Family,4,36-45,Canada,7.3,7.7,Beautiful location but crowded,430.36,4.4,Train,96 hours,7.8,
POI_02854,Couple,2,46-55,Japan,10,9.5,Excellent facilities and staff,334.18,7.9,Car,120 mins,9.2,
POI_02855,Friends,7,65+,United States,6.4,6.9,Beautiful location but crowded,379.83,6.3,Cruise,90 mins,6.6,
POI_02856,Family,3,18-25,Japan,10,9.4,Could be better maintained,684.98,6,Bus,90 mins,9.1,
POI_02857,Couple,2,18-25,Germany,8.2,9.1,Peaceful and relaxing atmosphere,732.55,4.7,Bus,90 mins,9.6,
POI_02858,Family,5,65+,Japan,6.9,6.4,Breathtaking views,664.55,3.8,Train,240 mins,6.8,
POI_02859,Family,5,26-35,France,9.9,9.6,Perfect for families,233.21,7.7,Bus,30 mins,9.5,
POI_02860,Solo,1,65+,Germany,9.7,9.5,Excellent facilities and staff,166.12,9.3,Car,240 mins,9,
POI_02861,Family,4,46-55,Australia,7,6.6,Excellent facilities and staff,315.7,4.2,Train,240 mins,6.6,
POI_02862,Solo,1,56-65,Germany,7.8,7.6,Beautiful location but crowded,240.82,4.3,Cruise,60 mins,8.1,
POI_02863,Solo,1,46-55,United Kingdom,8,8.7,Perfect for families,243.42,6.5,Train,240 mins,8.4,
POI_02864,Family,3,36-45,China,6.3,6.3,Highly recommended destination,177.46,4.4,Cruise,60 mins,6.2,
POI_02865,Family,4,46-55,Germany,10,9.8,Amazing experience with great service,165.15,7.7,Train,60 mins,9.8,
POI_02866,Family,3,46-55,Australia,9.7,9.3,Perfect for families,198.3,9.1,Bus,30 mins,9.2,
POI_02867,Family,5,18-25,Australia,9.2,9.7,Excellent facilities and staff,491.57,9.3,Cruise,120 mins,8.8,
POI_02868,Solo,1,65+,United Kingdom,9.3,9.3,Good value for money,697.61,6.8,Flight,180 mins,8.8,
POI_02869,Friends,3,65+,Germany,6.5,7,Breathtaking views,283.74,5.4,Train,30 mins,6.8,
POI_02870,Solo,1,46-55,United Kingdom,8.1,9,Breathtaking views,651.9,5.4,Train,180 mins,8.8,
POI_02871,Solo,1,65+,China,6.4,6.2,Breathtaking views,182.62,4.2,Train,90 mins,6.6,
POI_02872,Couple,2,46-55,Australia,6.7,6.5,Excellent facilities and staff,464.21,5.2,Train,180 mins,5.9,
POI_02873,Family,4,46-55,Australia,6.2,6.7,Excellent facilities and staff,570.43,6.1,Train,180 mins,6.6,
POI_02874,Solo,1,46-55,Australia,10,9.8,Amazing experience with great service,512.72,6.7,Flight,60 mins,9.6,
POI_02875,Family,5,26-35,China,8.3,8.1,Breathtaking views,217.27,4.5,Train,90 mins,8.2,
POI_02876,Friends,5,26-35,United Kingdom,9.9,9.5,Beautiful location but crowded,235.32,7.1,Bus,90 mins,9.3,
POI_02877,Family,3,18-25,Canada,9,9.7,Beautiful location but crowded,398.19,5.2,Flight,240 mins,10,
POI_02878,Solo,1,36-45,United States,8.1,8,Breathtaking views,324.09,6.8,Bus,96 hours,7.9,
POI_02879,Friends,7,18-25,France,7.5,6.9,Could be better maintained,559.82,6.4,Cruise,90 mins,6.6,
POI_02880,Couple,2,18-25,United Kingdom,8.7,9.6,Highly recommended destination,705.68,7.4,Cruise,30 mins,9.2,
POI_02881,Solo,1,18-25,United Kingdom,6.6,6.1,Breathtaking views,735.63,5.6,Cruise,96 hours,5.9,
POI_02882,Family,4,65+,China,7,7.4,Good value for money,223.8,4.7,Cruise,90 mins,7.8,
POI_02883,Friends,7,26-35,Germany,6,6.3,Highly recommended destination,572.25,5.2,Train,120 hours,6.7,
POI_02884,Couple,2,56-65,France,5.9,6.1,Excellent facilities and staff,610.16,4.3,Cruise,72 hours,5.6,
POI_02885,Friends,7,65+,Germany,8.6,9,Excellent facilities and staff,743.64,8.9,Cruise,24 hours,9.5,
POI_02886,Solo,1,36-45,United States,8.5,9.1,Perfect for families,717.85,4.7,Flight,180 mins,9,
POI_02887,Solo,1,46-55,France,6.5,6.3,Peaceful and relaxing atmosphere,385.23,3.6,Car,120 mins,6.6,
POI_02888,Solo,1,18-25,Germany,9.6,9.2,Peaceful and relaxing atmosphere,631.53,5,Car,120 mins,9.2,
POI_02889,Family,4,36-45,Australia,7.2,7.9,Breathtaking views,217.48,6.3,Bus,30 mins,8.1,
POI_02890,Family,4,18-25,United Kingdom,7.3,6.7,Amazing experience with great service,651.18,5.4,Cruise,30 mins,6.7,
POI_02891,Family,3,18-25,France,8.3,8.6,Good value for money,699.18,5.6,Cruise,60 mins,8.8,
POI_02892,Friends,5,36-45,United Kingdom,6.3,6.4,Breathtaking views,123.48,5.4,Bus,180 mins,5.8,
POI_02893,Solo,1,46-55,Japan,6.2,6.9,Excellent facilities and staff,406.76,6.4,Car,240 mins,7.5,
POI_02894,Couple,2,56-65,Germany,10,9.6,Unforgettable memories created,357.39,7.6,Train,30 mins,9.1,
POI_02895,Family,3,26-35,United Kingdom,6.8,7.2,Unforgettable memories created,536.85,5.9,Cruise,120 mins,6.9,
POI_02896,Family,3,46-55,Japan,6.4,6.1,Peaceful and relaxing atmosphere,601.12,5.5,Bus,60 mins,5.8,
POI_02897,Family,3,36-45,Australia,6.6,7.2,Perfect for families,545.03,7.1,Cruise,120 mins,7.4,
POI_02898,Friends,4,26-35,Australia,7.4,8.1,Highly recommended destination,251.54,6.2,Cruise,30 mins,7.7,
POI_02899,Family,5,26-35,United States,6.6,6.8,Could be better maintained,437.47,6.2,Train,30 mins,7.3,
POI_02900,Solo,1,46-55,Japan,9.3,8.9,Highly recommended destination,678.93,8.1,Bus,60 mins,8.1,
POI_02901,Friends,7,56-65,Australia,7.8,8.1,Could be better maintained,542.53,6.2,Flight,60 mins,7.7,
POI_02902,Couple,2,46-55,Japan,7.4,7.3,Excellent facilities and staff,647.44,4.9,Car,180 mins,7.4,
POI_02903,Family,5,36-45,Germany,6.1,6.7,Could be better maintained,453.06,6.4,Train,30 mins,6.4,
POI_02904,Friends,4,46-55,United States,8.2,9,Could be better maintained,132.88,8.4,Flight,120 mins,9,
POI_02905,Solo,1,65+,France,8.8,9.5,Amazing experience with great service,515.15,5.8,Bus,90 mins,9.4,
POI_02906,Friends,6,26-35,Australia,7.1,6.9,Highly recommended destination,502.93,4.1,Train,48 hours,6.6,
POI_02907,Family,3,36-45,Canada,10,9.5,Unforgettable memories created,497.59,9.2,Cruise,60 mins,8.8,
POI_02908,Family,4,36-45,Canada,7.5,7.2,Perfect for families,143.75,7.1,Cruise,120 mins,6.7,
POI_02909,Couple,2,36-45,United States,7.6,7.5,Breathtaking views,663.84,6.9,Bus,96 hours,7.9,
POI_02910,Solo,1,36-45,United States,9.1,9.7,Excellent facilities and staff,549.1,7.8,Car,96 hours,9.4,
POI_02911,Family,3,26-35,Canada,9.1,8.4,Amazing experience with great service,604.69,8,Bus,30 mins,8.3,
POI_02912,Family,5,18-25,Australia,6.9,7,Peaceful and relaxing atmosphere,545.72,6.8,Train,240 mins,7.6,
POI_02913,Friends,4,65+,Australia,6.6,6.7,Could be better maintained,746.35,5,Bus,60 mins,7.2,
POI_02914,Couple,2,18-25,Australia,8.6,8,Good value for money,104.58,6.2,Cruise,30 mins,7.2,
POI_02915,Family,3,46-55,Canada,9.6,10,Highly recommended destination,586.43,6.4,Train,240 mins,10,
POI_02916,Family,4,18-25,United Kingdom,6.9,6.8,Breathtaking views,789.2,4.3,Flight,60 mins,7.4,
POI_02917,Solo,1,65+,Australia,9,9.2,Breathtaking views,617.52,5,Bus,120 mins,9.6,
POI_02918,Couple,2,65+,China,8.6,8.7,Breathtaking views,519.37,7,Cruise,90 mins,7.8,
POI_02919,Solo,1,36-45,China,7.7,7.4,Good value for money,795.64,5.9,Cruise,24 hours,7.7,
POI_02920,Friends,7,36-45,Japan,6.1,6.1,Perfect for families,721.32,3.8,Car,48 hours,6.5,
POI_02921,Family,4,46-55,United States,7,6.6,Perfect for families,174.5,6,Train,180 mins,6.5,
POI_02922,Couple,2,36-45,Australia,8,8.8,Excellent facilities and staff,523.9,8,Car,180 mins,9.7,
POI_02923,Couple,2,36-45,Japan,8.1,7.9,Beautiful location but crowded,560.26,7.5,Car,30 mins,8.4,
POI_02924,Family,4,56-65,Japan,9.2,10,Good value for money,305.87,6.6,Flight,60 mins,10,
POI_02925,Friends,7,65+,United Kingdom,9.2,9.1,Beautiful location but crowded,672.51,5.5,Train,90 mins,8.6,
POI_02926,Friends,6,36-45,Germany,9.3,8.8,Excellent facilities and staff,121.04,6.1,Train,60 mins,8.9,
POI_02927,Solo,1,26-35,Canada,6.5,6.8,Beautiful location but crowded,624.53,3.6,Cruise,180 mins,7.5,
POI_02928,Family,4,56-65,China,7.4,6.8,Excellent facilities and staff,444.68,5.9,Bus,180 mins,7.3,
POI_02929,Solo,1,36-45,United States,7.3,7.7,Highly recommended destination,421.54,5.2,Flight,90 mins,7.5,
POI_02930,Solo,1,36-45,Australia,9.1,9,Good value for money,420.76,4.9,Car,240 mins,9.4,
POI_02931,Solo,1,46-55,Australia,7.6,7.1,Unforgettable memories created,757.07,3.9,Car,120 mins,6.4,
POI_02932,Couple,2,56-65,China,9.7,9.4,Excellent facilities and staff,211.63,6.1,Car,180 mins,9.8,
POI_02933,Family,5,56-65,Japan,9.5,8.7,Unforgettable memories created,455.51,6.2,Flight,60 mins,8.7,
POI_02934,Family,5,65+,Australia,7.2,8,Perfect for families,202.88,4.1,Bus,240 mins,8.1,
POI_02935,Solo,1,26-35,United States,8.3,7.7,Peaceful and relaxing atmosphere,386.75,5.6,Cruise,180 mins,7.7,
POI_02936,Family,4,18-25,Australia,7,6.9,Excellent facilities and staff,734.72,6.6,Cruise,90 mins,6.3,
POI_02937,Friends,7,46-55,France,8.1,7.7,Beautiful location but crowded,721.01,5.7,Train,96 hours,7.5,
POI_02938,Friends,6,18-25,United States,5.6,6.2,Perfect for families,319.58,6,Cruise,60 mins,6,
POI_02939,Friends,5,56-65,Japan,8.1,8.9,Unforgettable memories created,586,6.8,Cruise,180 mins,9.2,
POI_02940,Couple,2,36-45,Australia,9.9,9.1,Excellent facilities and staff,150.33,9,Bus,120 mins,8.7,
POI_02941,Friends,5,36-45,Germany,7.3,8.1,Peaceful and relaxing atmosphere,689.19,4.3,Flight,180 mins,8,
POI_02942,Solo,1,18-25,Canada,9.4,9.8,Could be better maintained,220.14,7.7,Flight,240 mins,10,
POI_02943,Family,5,36-45,Canada,7,6.9,Good value for money,399.98,6.8,Car,240 mins,7.3,
POI_02944,Couple,2,26-35,China,10,9.6,Highly recommended destination,504.13,5.5,Bus,240 mins,10,
POI_02945,Friends,4,65+,United Kingdom,6,6.1,Amazing experience with great service,458.26,5.6,Flight,30 mins,5.6,
POI_02946,Couple,2,46-55,United States,8.2,7.6,Beautiful location but crowded,168.03,5.3,Cruise,120 mins,8.1,
POI_02947,Family,3,26-35,Germany,8.1,7.4,Unforgettable memories created,385.02,5.8,Train,60 mins,7,
POI_02948,Friends,3,36-45,Japan,9.6,9.8,Could be better maintained,587.69,8.1,Car,30 mins,10,
POI_02949,Solo,1,36-45,France,9.9,9.9,Breathtaking views,184.49,5.7,Flight,60 mins,8.9,
POI_02950,Couple,2,18-25,France,6.8,6.6,Could be better maintained,594.59,4.6,Car,120 hours,6.3,
POI_02951,Couple,2,65+,United Kingdom,8.8,8.2,Highly recommended destination,660.19,5.7,Car,60 mins,8.8,
POI_02952,Friends,3,56-65,France,8.3,9,Breathtaking views,577.63,6.2,Bus,240 mins,9.1,
POI_02953,Family,3,56-65,France,10,9.4,Perfect for families,464.54,8.4,Cruise,60 mins,10,
POI_02954,Family,4,65+,United States,8.8,8.9,Beautiful location but crowded,678.37,4.9,Cruise,90 mins,8.4,
POI_02955,Couple,2,56-65,Australia,7.6,7.8,Perfect for families,177.38,6.5,Car,180 mins,8.5,
POI_02956,Solo,1,56-65,China,6.7,6.2,Amazing experience with great service,635.24,3.7,Flight,30 mins,5.6,
POI_02957,Family,3,18-25,Japan,7.8,7.2,Could be better maintained,485.4,5.3,Car,180 mins,7.3,
POI_02958,Solo,1,65+,United States,6.8,7,Amazing experience with great service,241.27,6.8,Car,240 mins,7.6,
POI_02959,Family,5,65+,Australia,7.3,6.8,Breathtaking views,487.07,4.9,Car,240 mins,6.4,
POI_02960,Friends,5,26-35,Japan,6,6.4,Beautiful location but crowded,291.59,5.3,Train,240 mins,5.9,
POI_02961,Family,4,65+,Canada,8,7.5,Could be better maintained,146.32,5.4,Bus,120 mins,7.9,
POI_02962,Solo,1,26-35,China,6.2,6.5,Amazing experience with great service,256.13,4.5,Car,120 hours,6.1,
POI_02963,Solo,1,46-55,China,8.9,8.4,Unforgettable memories created,706.4,5.5,Cruise,30 mins,8.3,
POI_02964,Solo,1,46-55,China,6.5,6.9,Excellent facilities and staff,433.72,6.6,Car,60 mins,6.4,
POI_02965,Friends,3,56-65,Japan,9.7,8.9,Excellent facilities and staff,278.76,8.2,Car,90 mins,8.9,
POI_02966,Solo,1,65+,United States,6.6,6.3,Could be better maintained,188.34,4.8,Train,180 mins,6.7,
POI_02967,Friends,6,18-25,France,7.6,8.3,Unforgettable memories created,563.7,7.2,Cruise,60 mins,7.7,
POI_02968,Family,3,36-45,Germany,10,9.9,Unforgettable memories created,403.14,9.6,Flight,120 hours,9.6,
POI_02969,Solo,1,18-25,Australia,6.3,6.6,Good value for money,790.12,6.4,Bus,60 mins,6,
POI_02970,Friends,5,65+,United States,9.3,9.2,Peaceful and relaxing atmosphere,561.77,7.1,Cruise,30 mins,8.3,
POI_02971,Family,5,26-35,Canada,8.4,8.3,Excellent facilities and staff,722.96,6.2,Cruise,90 mins,8.4,
POI_02972,Family,3,56-65,United States,9.2,9.2,Could be better maintained,124.14,7.7,Flight,60 mins,9.7,
POI_02973,Friends,3,18-25,United States,6.6,7.1,Excellent facilities and staff,691.72,4.7,Cruise,60 mins,7.1,
POI_02974,Friends,7,36-45,Australia,8.9,8.5,Amazing experience with great service,723.75,7.8,Train,30 mins,8.4,
POI_02975,Solo,1,65+,United Kingdom,6,6.2,Unforgettable memories created,455.94,6.1,Flight,180 mins,5.7,
POI_02976,Friends,7,46-55,Japan,9.2,8.5,Perfect for families,353.66,5.6,Cruise,180 mins,8.7,
POI_02977,Solo,1,46-55,Germany,6.9,7.5,Amazing experience with great service,794.38,3.9,Train,60 mins,6.9,
POI_02978,Friends,3,56-65,Canada,8.3,8.3,Beautiful location but crowded,542.76,6.9,Car,48 hours,8.6,
POI_02979,Family,4,65+,Canada,7.4,7.1,Peaceful and relaxing atmosphere,771.51,4.3,Bus,90 mins,6.8,
POI_02980,Solo,1,56-65,Japan,7.3,7.6,Amazing experience with great service,242.9,6,Cruise,180 mins,7.5,
POI_02981,Family,5,56-65,China,5.7,6.2,Amazing experience with great service,525.74,3.7,Car,180 mins,5.7,
POI_02982,Family,3,36-45,Canada,6.8,7.4,Breathtaking views,152.31,4.6,Flight,180 mins,7,
POI_02983,Family,3,26-35,Germany,8.8,9.5,Good value for money,294.34,5.5,Car,120 mins,9.9,
POI_02984,Couple,2,26-35,Australia,8.6,7.9,Excellent facilities and staff,667.07,7.7,Cruise,30 mins,8.3,
POI_02985,Family,4,26-35,Canada,9.9,9.6,Good value for money,342.34,8.5,Car,90 mins,10,
POI_02986,Solo,1,36-45,Canada,10,9.8,Excellent facilities and staff,488.06,8,Bus,30 mins,9.8,
POI_02987,Family,4,56-65,Canada,7.2,6.6,Could be better maintained,563.85,4.6,Train,120 mins,6,
POI_02988,Couple,2,46-55,Australia,9,8.7,Perfect for families,754.63,6,Train,180 mins,9.5,
POI_02989,Solo,1,26-35,China,9.2,9.3,Unforgettable memories created,330.8,9.1,Cruise,90 mins,8.5,
POI_02990,Family,5,26-35,Japan,9.9,9.1,Could be better maintained,332.76,5.5,Car,120 mins,8.3,
POI_02991,Couple,2,56-65,France,9.1,8.9,Highly recommended destination,206.32,8.9,Bus,96 hours,8.5,
POI_02992,Couple,2,26-35,United Kingdom,7.9,8.7,Unforgettable memories created,526.58,7.7,Flight,240 mins,9.2,
POI_02993,Solo,1,46-55,Germany,9.1,9.4,Breathtaking views,288.89,5.4,Car,180 mins,10,
POI_02994,Family,3,26-35,France,8.5,8.9,Breathtaking views,488.87,7.5,Train,240 mins,9.8,
POI_02995,Friends,6,36-45,Germany,7.3,7.7,Good value for money,390.62,4.4,Car,48 hours,7,
POI_02996,Solo,1,56-65,Australia,6,6.4,Amazing experience with great service,716.07,3.9,Cruise,120 mins,6,
POI_02997,Friends,3,46-55,Germany,8.8,9.3,Amazing experience with great service,638.89,6.9,Cruise,120 mins,9.3,
POI_02998,Friends,5,65+,Canada,10,9.6,Highly recommended destination,415.52,7.5,Car,90 mins,9,
POI_02999,Couple,2,56-65,Australia,9.9,9.3,Excellent facilities and staff,181.51,8.9,Cruise,240 mins,9.6,
POI_03000,Couple,2,46-55,United Kingdom,8.9,8.7,Perfect for families,494.81,7.9,Car,120 mins,9.5,
POI_03001,Solo,1,46-55,Canada,8.4,7.9,Perfect for families,495.78,6.6,Train,180 mins,8,
POI_03002,Friends,3,65+,United States,6.5,6.5,Highly recommended destination,736.86,5.9,Cruise,90 mins,6.1,
POI_03003,Friends,3,26-35,Australia,9.4,8.7,Highly recommended destination,680.45,8.4,Train,180 mins,8.1,
POI_03004,Friends,4,46-55,United Kingdom,8.3,8.7,Beautiful location but crowded,278.29,8.6,Train,180 mins,8.5,
POI_03005,Friends,4,56-65,Japan,8.7,8.1,Good value for money,140.57,8,Bus,180 mins,8,
POI_03006,Couple,2,46-55,China,7.8,8.7,Could be better maintained,526.24,8.3,Train,30 mins,8.2,
POI_03007,Family,3,65+,Germany,6.7,6.2,Breathtaking views,527.81,4,Cruise,30 mins,6.2,
POI_03008,Friends,4,46-55,Canada,9.7,9.9,Perfect for families,385.03,5.8,Car,120 hours,9.7,
POI_03009,Friends,5,46-55,United Kingdom,6.6,6.9,Perfect for families,122.18,6.8,Flight,72 hours,7,
POI_03010,Family,4,56-65,Canada,7.2,7.6,Excellent facilities and staff,236.33,5.4,Train,90 mins,7.7,
